kde_low_prob_ratio,kde_prob_mean,kde_prob_day_mean,dist_to_centroid_mean,step_max,mean_speed,turning_angle_mean,hour,is_outside
0,0,0,39266,30047,51764,0,17873,0
0,0,13857,36433,9770,55761,15049,5957,0
0,0,38651,31312,30838,61614,0,0,0
0,0,34563,19498,9050,24499,0,0,0
0,59440,7564,47089,64011,56268,25248,0,0
0,19274,55970,32098,2855,20564,62555,0,0
0,23450,45903,19324,57725,41258,17726,0,0
0,34390,53838,60931,62117,8613,64516,0,0
0,10636,10631,22849,23923,33855,53494,0,0
0,17966,63434,28261,16459,30972,53767,53620,0
0,30107,32381,21617,25758,34819,0,41705,0
0,48192,25056,15999,2971,39429,2200,29789,0
0,0,7812,23512,31529,41819,13185,17873,0
0,0,28498,27484,4542,64156,37079,5957,0
0,0,57497,43508,37691,38970,0,0,0
0,0,64258,24873,17603,59455,17854,0,0
0,37878,58284,6089,15092,23794,54925,0,0
0,62895,4079,64367,40935,1058,0,0,0
0,51492,49944,24200,4229,29936,53064,0,0
0,23668,39565,46448,20814,62524,6694,0,0
0,2900,29817,32811,12798,4722,0,0,0
0,5350,18635,61050,24005,60441,0,53620,0
0,0,17167,57217,43115,22341,0,41705,0
0,2173,4651,39960,13991,0,54377,29789,0
0,0,0,7494,17995,7320,22353,17873,0
0,0,0,60574,34378,2037,22919,5957,0
0,0,0,26478,6357,30463,50155,0,0
0,0,0,56681,10344,63132,2560,0,0
0,0,0,32200,34409,24096,0,0,0
0,5290,49417,60429,43512,45762,0,0,0
0,54916,14781,20609,64951,388,37193,0,1
0,17792,63216,5405,31450,47043,45556,0,1
0,26377,43991,55025,30899,50145,0,0,1
0,27487,46593,42789,46402,58107,58735,53620,0
0,39474,12976,41227,17751,13457,0,41705,0
0,57620,48729,59163,8259,29228,25429,29789,0
0,20714,35304,55204,46696,38596,38302,17873,1
0,2082,20658,43923,22718,6290,0,5957,1
0,16306,2065,64698,14381,51495,0,0,0
0,43945,49360,31957,38289,11353,55496,0,1
0,12125,57429,6434,29896,10213,23935,0,1
0,8706,39500,0,17852,58509,0,0,1
0,54643,43325,0,53457,28156,2801,0,1
0,5780,50462,0,2384,36843,60988,0,1
0,18161,12946,0,22387,65366,0,0,1
0,32961,6083,0,47007,29035,0,53620,1
0,52171,11350,0,32458,12362,50290,41705,1
0,273,38494,0,23000,32144,13542,29789,1
0,5754,22555,0,42935,23297,0,17873,1
0,50692,14967,0,54651,37666,0,5957,1
0,3240,16586,40780,64100,4477,2724,0,1
0,2753,12319,53304,28218,42081,0,0,1
0,20520,5093,31919,2424,30462,0,0,1
0,49726,41581,57318,11741,21882,0,0,1
0,27673,4029,10647,53382,21598,24133,0,1
0,49413,33155,53313,19120,35138,10951,0,1
0,55358,53776,16288,26944,5006,48569,53620,1
0,27219,4410,20513,462,416,35040,41705,0
0,48705,45644,43910,30300,17203,25111,29789,0
0,5314,58221,64375,59209,42360,0,17873,1
0,32159,14365,51740,15799,56778,21291,5957,1
0,14709,65289,61256,17582,4444,0,0,0
0,8012,43714,29189,25537,40668,0,0,1
0,4792,10582,0,15965,10038,56198,0,1
0,4200,8728,0,8749,4570,18546,0,1
0,10642,36072,0,2017,46520,19973,0,1
0,39265,55746,0,1949,40755,62456,0,1
0,32713,11201,0,16104,19063,26293,0,1
0,15028,39837,0,61228,52654,1971,41705,1
0,34167,21755,0,29678,5140,23496,29789,1
0,10190,15318,0,40087,38489,50770,17873,1
0,28277,54063,10894,8965,16020,0,5957,1
0,44395,14122,49980,56739,949,0,0,1
0,54643,8979,40819,44786,8569,23289,0,1
0,57517,53657,0,47342,8881,0,0,1
0,16040,237,0,3486,24238,29072,0,1
0,37463,46962,0,5239,28380,53101,0,1
0,18241,4825,0,1104,14090,0,0,1
0,59541,19608,0,57842,31448,6201,0,1
0,58048,58460,0,4964,57693,18446,53620,1
0,23464,55093,0,41350,65488,15334,41705,1
0,59724,17264,0,51908,3897,53624,29789,1
0,8170,13464,0,34254,23469,3253,17873,1
0,44925,16778,36559,41157,36022,0,5957,1
0,52560,1288,0,45719,47919,0,0,1
0,22658,40686,0,54063,6775,48101,0,1
0,62113,61044,0,46430,46377,32050,0,1
0,16864,60420,0,39383,50994,61215,0,1
0,392,61007,0,28245,65249,64433,0,1
0,48906,50270,0,24792,24789,55011,0,1
0,49733,24210,0,15785,27644,0,0,1
0,14174,33995,58701,31503,44210,31648,53620,1
0,240,3880,65304,64931,15803,44292,41705,1
0,51677,46723,60306,16278,27150,40542,29789,0
0,53987,38865,61685,25713,39531,0,17873,0
0,53027,15944,0,29097,11653,20793,5957,1
0,13338,52343,0,7135,27001,54960,0,1
0,50036,40809,0,21221,444,0,0,1
0,54400,17733,21880,18476,54117,56974,0,1
0,2672,45627,22362,63315,3311,0,0,1
0,21204,53388,45795,4684,30386,26425,0,0
0,55007,59573,45865,18791,9616,24773,0,0
0,133,149,31650,8722,2663,10445,0,0
0,59184,146,7920,29869,22701,21290,53620,0
0,47675,18739,34363,17808,1670,0,41705,0
0,5957,56323,55893,27569,60170,0,29789,0
0,22054,58925,5229,2589,38995,5651,17873,0
0,223,9195,1298,58248,63655,0,5957,0
0,26701,3346,12536,43533,51592,0,0,0
0,63809,30044,9572,49970,17617,0,0,0
0,16103,46133,17658,14352,9203,0,0,0
0,41320,3387,44200,53716,3406,0,0,0
0,46217,10418,37768,38147,20419,59088,0,1
0,42465,46556,48770,5516,19458,532,0,1
0,0,62628,59042,47638,58176,59893,0,0
0,0,0,21231,45964,46070,43722,53620,0
0,0,0,47434,18553,36159,17619,41705,0
0,0,0,9595,27819,38463,13225,29789,0
0,0,0,46952,46101,1029,35652,17873,0
0,0,0,25661,56701,26948,23659,5957,0
0,0,0,45712,8248,12874,0,0,0
0,0,0,13680,40357,48613,39304,0,0
0,0,0,23987,35025,8873,62346,0,0
0,0,0,33748,60692,9041,38804,0,0
0,0,0,62864,12222,7871,0,0,0
0,0,0,61559,51436,54291,47291,0,0
0,0,0,4905,46851,26894,6256,53620,0
0,0,0,16849,28316,55599,61201,41705,0
0,0,0,62602,11253,60804,45174,29789,0
0,0,0,48309,61967,26896,0,17873,0
0,0,0,14190,36865,48226,37082,0,0
0,0,0,4632,52221,14479,20875,0,0
0,0,0,16323,16184,10047,0,0,0
0,0,0,25534,54973,34815,24515,0,0
0,0,0,38645,40468,14380,14666,0,0
0,0,0,14721,33141,21883,43466,0,0
0,0,22971,2870,12868,62057,0,0,0
0,0,57985,21233,52366,31398,0,53620,0
0,0,4141,48322,27422,311,0,41705,0
0,0,0,61621,41297,2631,0,29789,0
0,0,39368,4417,6826,56749,0,17873,0
0,0,0,64405,56640,55895,0,5957,0
0,0,0,49909,36696,4541,0,0,0
0,0,0,25410,36963,51691,2761,0,0
0,0,0,15556,65499,36786,0,0,0
0,0,28471,50962,34003,38815,7123,0,0
0,45808,57868,62769,45178,22365,48870,0,0
0,11945,35660,36158,27178,16669,0,0,0
0,0,41741,61342,23399,28739,0,0,0
0,0,34883,37708,2881,7206,10855,53620,0
0,0,0,54829,54931,49828,18599,41705,0
0,0,0,16313,12381,6468,38737,17873,0
0,0,0,39073,42909,25848,9562,5957,0
0,0,0,63678,29901,8553,0,0,0
0,0,0,64566,64141,4988,18551,0,0
0,0,0,31888,38341,60340,0,0,0
0,0,0,17522,21493,40528,0,0,0
0,51644,34380,0,38859,52027,59055,0,1
0,23210,59649,0,43221,5186,59742,0,1
0,63931,57525,0,41319,38638,2189,53620,1
0,48466,30606,64001,34591,8189,0,41705,0
0,0,0,33450,64698,21107,39828,29789,0
0,0,0,52891,3173,33908,21622,17873,0
0,0,0,37889,47536,17162,35222,5957,0
0,0,0,45626,2316,42239,0,0,0
0,0,0,61752,49605,39090,0,0,0
0,0,0,55725,35304,21324,64402,0,0
0,0,0,62970,34751,38442,43729,0,0
0,0,0,24887,50358,1769,35599,0,0
0,0,0,54666,3950,35246,32953,0,0
0,0,0,1255,46768,46349,62132,0,0
0,0,0,47098,24912,62918,37739,53620,0
0,0,0,47907,21116,51923,16071,41705,0
0,0,0,21616,25465,8992,55236,29789,0
0,0,0,22436,62544,60656,18590,17873,0
0,0,0,626,19536,42660,0,5957,0
0,0,0,50693,23224,59847,0,0,0
0,0,0,65309,39753,9042,6233,0,0
0,0,0,21548,24013,12065,63550,0,0
0,0,0,8153,46370,48926,0,0,0
0,10486,50089,53628,15137,17838,46816,0,0
0,840,54489,33203,21997,842,51884,0,1
0,18718,4076,38682,17884,35516,0,0,0
0,6863,55020,30436,46779,49465,30174,53620,0
0,52134,44942,39469,46564,22426,51082,41705,0
0,34834,22765,33453,34910,56476,0,29789,0
0,59099,56811,21439,20540,5701,0,17873,0
0,24892,29444,50848,46007,24580,0,5957,0
0,26159,31393,25507,34030,28616,64646,0,0
0,18278,38465,39939,39831,13650,65397,0,0
0,6531,47082,12986,55408,14740,36594,0,0
0,24697,24410,33323,44589,13710,39382,0,0
0,34526,63801,12779,8272,18824,19696,0,0
0,55759,32132,51173,18997,55009,13898,0,1
0,17651,58559,17845,19344,65069,0,0,1
0,58810,61283,7231,52696,18582,0,53620,1
0,26389,33919,63802,62261,47413,11235,41705,0
0,0,0,9698,11048,54740,56936,29789,0
0,0,0,36947,53393,43145,34525,5957,0
0,0,0,33487,56547,16797,1193,0,0
0,0,0,42684,35093,63406,37111,0,0
0,0,0,34811,9460,39175,0,0,0
0,0,0,37883,274,61974,33309,0,0
0,0,21309,14513,58036,25426,54814,0,0
0,0,11729,54286,52483,6191,65101,0,0
0,0,0,7359,33322,3067,19447,0,0
0,0,0,45503,61318,21860,30753,53620,0
0,0,26564,50629,39260,4406,0,29789,0
0,0,0,39493,291,12933,0,17873,0
0,0,0,15259,22969,61201,35372,5957,0
0,0,0,55995,64987,65178,0,0,0
0,0,0,1115,30823,3873,28855,0,0
0,0,0,21336,54649,28265,16989,0,0
0,0,29607,7994,52721,55830,47546,0,0
0,41676,43460,1815,1012,13087,48821,0,0
0,31580,50764,57556,25086,38939,33361,0,1
0,54016,48714,1948,22852,873,0,0,0
0,0,49114,20927,6769,13954,24548,53620,0
0,0,55749,22719,18655,14366,0,41705,0
0,0,32768,62404,41033,36233,0,29789,0
0,0,24007,50946,52740,7449,0,17873,0
0,0,30123,39962,11192,40444,21320,5957,0
0,0,63978,50177,33845,55898,0,0,0
0,0,60697,44863,30632,10862,11269,0,0
0,0,50943,55143,19704,39293,0,0,0
0,0,41103,180,18251,50977,8600,0,0
0,3404,7702,38419,52545,35252,57010,0,0
0,53285,35490,44904,3341,40151,61203,0,0
0,26252,56778,44549,43333,25191,17326,0,0
0,0,16834,24137,31400,29295,0,53620,0
0,0,0,16486,2201,17287,14321,41705,0
0,0,0,36684,37105,12722,0,17873,0
0,0,0,4951,36819,27274,55877,5957,0
0,0,0,14044,47154,5606,59360,0,0
0,0,0,16275,63890,6405,43874,0,0
0,0,0,21310,53565,21993,17815,0,0
0,0,0,360,35936,16520,48046,0,0
0,0,0,16530,40245,330,41645,0,0
0,0,18927,35467,28400,36689,23743,0,0
0,0,29899,36291,11939,56104,0,0,0
0,0,56811,33506,6793,18465,0,53620,0
0,0,0,5562,60935,63005,0,41705,0
0,0,0,43511,32765,10710,0,29789,0
0,0,0,23559,49509,46633,0,17873,0
0,0,0,19139,65086,29174,40326,5957,0
0,0,0,9656,4887,56892,12658,0,0
0,0,0,8552,4265,2152,61429,0,0
0,0,0,61457,55807,42586,0,0,0
0,0,0,30971,39050,4856,0,0,0
0,1755,3392,51580,35800,39370,39680,0,0
0,16056,22750,62437,52195,59177,27402,0,0
0,23023,37781,9902,24194,10125,41740,0,0
0,14451,15490,14789,56205,5170,0,53620,0
0,0,29596,21700,9780,10289,19225,41705,0
0,0,55749,22719,18633,30640,13724,29789,0
0,0,57982,41810,35363,15155,21042,17873,0
0,0,48006,5506,54911,15975,0,5957,0
0,0,62047,17410,59159,60867,0,0,0
0,0,63684,51978,56640,5753,39692,0,0
0,0,12352,1204,60664,2819,42083,0,0
0,0,56407,19426,50953,64946,52787,0,0
0,0,28549,64434,58653,7755,12065,0,0
0,0,0,30331,48832,58441,48347,0,0
0,0,0,40508,10742,3051,0,53620,0
0,0,0,37366,17681,14553,64192,41705,0
0,0,47150,3657,56773,19068,29768,29789,0
0,0,5771,19442,2156,58728,9656,17873,0
0,0,0,9044,55876,3608,0,0,0
0,0,0,62126,2576,42395,10263,0,0
0,0,0,24740,14099,23539,53359,0,0
0,0,0,17082,21122,10217,64002,0,0
0,0,0,30046,36487,23960,49907,0,0
0,0,15380,58809,43546,16126,32447,0,0
0,62638,32729,8090,2455,55582,35482,0,0
0,45589,45799,48634,51446,46215,43808,53620,0
0,30431,43873,34615,56412,5641,0,41705,0
0,0,19053,65508,12652,3614,51355,29789,0
0,0,53154,5496,26318,59289,65041,17873,0
0,0,34668,48704,47405,11106,58347,5957,0
0,0,0,58887,19256,12797,25057,0,0
0,0,0,56918,33846,45931,23958,0,0
0,0,0,23651,4232,61365,43754,0,0
0,0,0,25333,34565,8346,0,0,0
0,0,0,8505,61935,35820,34604,0,0
0,20485,32372,43509,28366,53298,41844,0,0
0,8492,20539,27403,30138,41450,39125,0,0
0,39635,35768,23870,21716,31460,0,53620,0
0,0,23136,34819,54585,61350,2611,41705,0
0,0,46327,9840,30145,2392,471,17873,0
0,0,45292,30642,48452,27222,0,5957,0
0,0,57367,61982,20893,43219,51943,0,0
0,0,44111,37216,12231,28282,0,0,0
0,0,15688,34986,23355,61317,0,0,0
0,0,57965,17627,30533,18530,0,0,0
0,0,52425,43069,36212,32485,57107,0,0
0,49883,58385,22881,15991,31394,39813,0,0
0,34362,9952,58053,26,58058,51596,0,0
0,9616,49177,31902,4799,4300,44115,53620,0
0,56946,53780,27172,17716,29415,22248,41705,0
0,0,28807,42550,26853,51790,30905,29789,0
0,0,49924,53892,48683,47253,40121,17873,0
0,0,24453,41964,40266,54664,49558,5957,0
0,0,22434,8268,13041,380,0,0,0
0,0,8013,60803,64375,40744,0,0,0
0,0,58064,38138,22871,4510,0,0,0
0,0,39846,7448,14125,37033,0,0,0
0,0,0,20436,29868,60568,0,0,0
0,0,0,25951,60003,40925,58008,0,0
0,0,3596,14715,58572,65139,11830,0,0
0,0,41815,46663,40507,488,32416,53620,0
0,0,22932,5493,45435,10959,0,41705,0
0,0,47877,19086,5582,54177,3842,29789,0
0,0,0,35916,20237,23705,23594,17873,0
0,0,2374,64593,17647,51551,48820,5957,0
0,0,0,30223,65102,57599,0,0,0
0,0,61941,48510,35252,38152,0,0,0
0,0,30337,58828,6267,46841,63238,0,0
0,37446,172,5793,15422,21107,15882,0,0
0,380,10417,23189,9535,35061,32689,0,0
0,57893,59233,64597,13966,50367,0,0,0
0,61775,42895,62268,2432,16889,24588,0,1
0,43407,16633,56658,8724,28009,0,53620,1
0,2349,54605,37377,45895,44877,0,41705,0
0,0,0,14618,24058,52480,35847,29789,0
0,0,0,60814,5535,44672,41719,17873,0
0,0,0,56911,57569,669,65170,5957,0
0,0,0,21062,49165,19603,10606,0,0
0,0,0,32257,30179,48797,40935,0,0
0,0,0,8836,14409,23754,0,0,0
0,0,0,49600,44859,15653,0,0,0
0,0,0,59299,6371,26397,52479,0,0
0,0,0,25789,12659,46769,36763,0,0
0,31410,41538,34426,62142,46904,18014,0,0
0,0,0,42496,3043,17124,0,53620,0
0,0,0,25061,39172,62299,5378,41705,0
0,0,0,28371,59344,34025,35027,29789,0
0,0,0,37562,18597,15398,0,17873,0
0,0,0,28994,4367,48493,0,5957,0
0,0,0,25259,14564,29559,51213,0,0
0,0,0,19645,27517,40632,0,0,0
0,0,0,5064,64129,50980,0,0,0
0,0,0,933,41514,24182,44657,0,0
0,0,11975,33621,64582,26218,28090,0,0
0,60383,31616,17140,43291,16971,50743,0,0
0,38554,49899,55046,33086,58572,43373,0,0
0,13794,20495,15747,40916,1733,14402,53620,0
0,10160,4838,61240,21752,13167,22114,41705,0
0,0,3899,9973,59729,31540,0,29789,0
0,0,0,49509,24117,37298,3541,17873,0
0,0,0,38572,21150,39149,52422,5957,0
0,0,0,15372,17255,13513,0,0,0
0,0,0,60852,60236,4183,0,0,0
0,0,13675,47560,19863,30047,50324,0,0
0,0,0,22605,12715,36147,10941,0,0
0,26883,18505,7808,42198,36159,39001,0,0
0,52219,16983,54406,3671,64457,44960,0,0
0,5468,25297,56060,629,43791,55690,0,0
0,0,32521,28008,17962,53112,0,53620,0
0,0,29036,16619,43888,51178,17043,41705,0
0,0,27582,43165,42429,25300,0,29789,0
0,0,0,65086,28279,47124,7500,17873,0
0,0,0,40500,50117,39781,0,5957,0
0,0,0,922,28119,36273,21127,0,0
0,0,0,2300,20071,65369,0,0,0
0,0,0,12121,32262,19990,0,0,0
0,0,0,43033,46475,36251,0,0,0
0,4849,55953,60599,24902,58170,48291,0,0
0,34852,27913,37430,41819,65276,32603,0,0
0,59776,27377,49468,14797,28221,49317,53620,0
0,34230,32140,14878,54962,7634,0,41705,0
0,0,58169,27230,5703,60154,39067,29789,0
0,0,12640,7265,15635,34016,7648,17873,0
0,0,10081,18974,18047,54602,47316,5957,0
0,0,27714,18409,13763,45718,0,0,0
0,0,37518,33036,44264,53384,0,0,0
0,0,61576,11636,21313,20327,46541,0,0
0,0,60144,62556,25418,5526,0,0,0
0,38985,52598,61253,49729,54089,34761,0,0
0,40822,44407,28196,49868,8872,29254,0,0
0,8526,62965,8242,12303,35349,6678,0,0
0,0,0,35765,48350,57360,0,53620,0
0,0,38227,20580,4287,21768,0,41705,0
0,0,0,44459,56609,29481,0,29789,0
0,0,0,14036,54813,30766,31108,17873,0
0,0,0,35096,15224,24601,64046,5957,0
0,0,0,50670,37210,40128,0,0,0
0,0,0,59084,44228,48151,0,0,0
0,0,0,18352,14145,6804,55777,0,0
0,0,31552,12664,63104,53982,40895,0,0
0,0,55717,24025,63882,64890,14463,0,0
0,0,0,8992,27045,11931,0,0,0
0,0,0,4125,19248,33893,0,0,0
0,0,0,32225,7385,7636,0,53620,0
0,0,21002,18527,62460,9528,0,41705,0
0,0,0,41859,22017,17007,0,29789,0
0,0,0,46089,35303,4416,18358,17873,0
0,0,0,44593,59781,58200,0,5957,0
0,0,0,29472,27711,2094,0,0,0
0,0,0,65436,27558,23872,38778,0,0
0,0,0,175,37471,23473,53101,0,0
0,0,0,4957,41123,30413,65358,0,0
0,0,0,43975,15025,60414,0,0,0
0,0,0,24777,23875,19439,0,0,0
0,0,0,6395,38442,58671,7544,0,0
0,0,0,56609,53611,29418,17942,53620,0
0,0,0,62109,48063,49270,61400,41705,0
0,0,0,15835,23904,63393,562,29789,0
0,0,59512,56396,28981,4646,46064,17873,0
0,0,31851,64564,5917,10609,0,5957,0
0,0,65276,35939,8041,36178,58402,0,0
0,0,7604,33509,50864,11488,0,0,0
0,1566,1100,48213,36279,5798,31568,0,0
0,27006,48213,55200,93,35858,42987,0,0
0,1133,35077,7219,1572,15889,17000,0,0
0,49285,20058,48810,22479,11430,15732,0,0
0,42826,12335,16770,21818,25409,0,0,0
0,2289,51698,54426,34547,58815,42853,53620,0
0,31868,18687,8941,18836,44480,0,41705,0
0,58611,1017,62644,22500,47746,18429,29789,0
0,0,50457,56078,11697,54860,11381,17873,0
0,0,33840,9116,47391,27863,43668,5957,0
0,0,11532,10540,56725,42805,46079,0,0
0,0,44053,45933,41733,39374,0,0,0
0,48024,27745,52834,18364,43315,34277,0,0
0,11629,22718,31424,7843,25232,0,0,0
0,59962,9956,18047,54799,50509,3298,0,0
0,40659,47295,37608,46918,63180,50566,0,0
0,34882,5506,61228,45528,10181,0,0,0
0,0,51592,10223,25311,20232,17015,53620,0
0,0,51891,53253,12027,40943,31567,41705,0
0,6781,28216,46020,24971,53436,49576,29789,0
0,0,30865,44329,6852,28835,21964,17873,0
0,0,42195,9582,46354,22842,42138,5957,0
0,0,56003,36508,10045,19182,0,0,0
0,0,61368,62281,61458,25034,0,0,0
0,54080,42932,29119,16863,25348,16696,0,0
0,53295,28793,4196,61219,1811,38884,0,0
0,63073,20056,1610,5602,32210,48089,0,0
0,47389,16122,35470,18148,32130,47208,0,1
0,14955,1677,19658,22118,14468,55235,0,1
0,50883,36419,53504,51066,35997,53271,53620,0
0,0,14228,28402,9108,10584,25099,41705,0
0,0,6783,40910,41703,11692,19813,29789,0
0,0,24741,11704,14999,54364,35466,17873,0
0,0,58118,63715,50587,42615,0,5957,0
0,0,6356,44540,24781,38912,0,0,0
0,0,2699,59667,21510,54448,61985,0,0
0,65476,59625,26365,37957,18863,0,0,0
0,1510,13855,16285,57823,14172,0,0,0
0,25942,39914,1065,51729,54162,19368,0,0
0,0,0,57300,58258,64616,0,0,0
0,0,46634,24048,23483,15068,14291,0,0
0,0,43761,15174,54609,7825,34468,53620,0
0,0,0,63308,56304,9887,63472,41705,0
0,0,0,52354,33856,53318,12980,29789,0
0,0,0,25793,120,25154,259,17873,0
0,0,0,929,62491,16942,31166,5957,0
0,0,0,43208,3981,30791,36487,0,0
0,0,0,53705,37921,3270,57364,0,0
0,0,0,54657,54871,49110,58097,0,0
0,0,0,8659,62585,45701,5480,0,0
0,0,0,15291,8330,41816,41434,0,0
0,0,34262,45581,22596,3605,6121,0,0
0,0,8387,38185,50671,31460,0,0,0
0,0,0,10161,54981,33280,19075,53620,0
0,0,0,44658,28040,20200,56916,41705,0
0,0,0,64367,34172,42836,12954,29789,0
0,0,0,4794,352,55646,0,17873,0
0,0,0,27206,48350,38172,35059,0,0
0,0,0,58953,28084,37825,0,0,0
0,0,0,44551,15968,44151,38819,0,0
0,0,0,20068,51196,9457,30948,0,0
0,0,0,64532,38447,37854,17355,0,0
0,30908,43525,45027,62666,0,0,0,0
0,24023,38367,36167,65106,29027,46456,0,1
0,34961,54071,12478,48821,41070,0,53620,1
0,18266,55482,6980,2969,52976,56682,29789,0
0,0,0,13326,10138,22903,62020,17873,0
0,0,0,35592,6255,22604,14666,5957,0
0,0,0,64699,11705,325,0,0,0
0,0,0,64725,24451,47447,0,0,0
0,0,0,51942,65192,7067,16660,0,0
0,0,0,22274,38456,52100,0,0,0
0,0,30591,47587,27696,25125,50807,0,0
0,6577,46509,46388,30263,657,4324,0,0
0,59012,19464,56376,43945,45277,0,0,0
0,0,60544,7677,7612,27997,61877,53620,0
0,0,10527,11099,2458,37342,0,41705,0
0,0,60870,45421,4066,26477,48989,29789,0
0,0,16873,38771,16536,17906,48708,17873,0
0,0,41918,42940,41382,21985,27526,5957,0
0,0,17507,57216,5011,53329,0,0,0
0,0,53306,42486,21205,1265,0,0,0
0,0,32133,44076,34041,1470,56800,0,0
0,0,1364,31501,42377,32096,1794,0,0
0,0,0,4262,4913,9189,0,0,0
0,0,0,25814,7423,13316,4679,0,0
0,0,0,42059,62095,27091,25689,53620,0
0,0,0,938,4609,21611,14223,41705,0
0,0,0,19403,4350,59565,0,29789,0
0,0,0,40947,22728,28639,0,17873,0
0,0,0,61830,48665,54077,36629,5957,0
0,0,0,51949,649,18957,44544,0,0
0,0,0,14076,44721,19822,26964,0,0
0,0,0,52073,19816,8959,47518,0,0
0,0,0,33064,1968,64083,3020,0,0
0,0,0,23538,342,3691,8721,0,0
0,0,8606,57767,38050,53150,37328,0,0
0,0,0,50800,1503,61978,0,0,0
0,0,0,65002,35356,14256,31629,53620,0
0,0,0,15960,26008,8041,40954,41705,0
0,17699,26525,41124,44198,37002,58953,29789,0
0,0,40361,21723,33684,60362,0,17873,0
0,0,14149,17017,5878,25935,43898,5957,0
0,0,25719,30856,12773,14246,7402,0,0
0,0,38846,52223,53980,52353,3014,0,0
0,0,20511,19978,42378,25686,0,0,0
0,61287,15377,47349,11640,55577,24841,0,0
0,21851,20481,56890,1620,26735,15180,0,0
0,0,0,59997,51788,18910,35503,0,0
0,46593,52702,54764,18666,62844,42582,0,0
0,0,31403,26124,7296,853,0,53620,0
0,0,35490,55541,13268,51388,0,41705,0
0,0,0,51075,11921,2041,0,29789,0
0,0,0,25534,14440,13168,9697,17873,0
0,0,0,12487,27926,46660,3845,5957,0
0,0,22298,6396,50699,24581,48331,0,0
0,0,0,26772,52761,54391,0,0,0
0,32659,59865,46048,29095,476,62878,0,0
0,5917,34668,55368,2206,63890,65213,0,0
0,6214,44527,37395,8583,40389,60732,0,0
0,35853,965,0,63133,36448,46255,0,1
0,59948,20574,0,19324,19959,38855,0,1
0,34764,22965,30302,63485,54890,0,53620,0
0,0,27787,47516,62306,26499,14892,41705,0
0,0,36722,46533,49980,19466,18810,29789,0
0,2382,45182,17010,45049,6189,35179,17873,0
0,404,39843,40559,20986,43593,55838,5957,0
0,18466,47886,12170,41807,26410,51504,0,0
0,27002,12287,26470,21641,12190,58634,0,0
0,20520,9169,28627,22985,2139,0,0,0
0,21924,55852,62122,56921,54507,27458,0,0
0,7786,33090,11349,26253,8724,39008,0,0
0,56378,20749,1422,26179,26965,12970,0,0
0,32318,24804,53961,62613,41367,36531,0,0
0,42557,21262,13513,27093,29399,0,53620,0
0,57736,15216,19366,46705,61091,0,29789,0
0,0,24510,34898,49253,45532,13792,17873,0
0,0,65375,47402,52967,10644,41748,5957,0
0,65263,1594,26588,13751,17291,20967,0,0
0,51053,45374,185,47255,30678,30141,0,0
0,30192,18340,2234,6884,56436,58989,0,0
0,54183,61595,998,43473,4255,24843,0,0
0,15552,46168,25746,30030,53635,26926,0,1
0,55030,36619,8595,41608,51847,4573,0,1
0,6338,12117,13382,39107,28128,18936,0,1
0,45817,26560,6,45010,2482,0,53620,1
0,21270,64924,20340,14645,48056,0,41705,1
0,51602,32227,53344,43232,46212,35232,29789,0
0,0,38440,53676,28553,20180,64981,17873,0
0,0,9274,29727,38925,33737,0,5957,0
0,0,29298,45947,21688,44109,15813,0,0
0,0,62359,19534,44500,59319,16692,0,0
0,65072,48428,29954,38014,2899,43391,0,0
0,64969,57642,38165,15837,65313,35649,0,0
0,42135,23269,62820,52137,17569,26719,0,0
0,7622,33064,63751,40549,35379,0,0,0
0,31870,12513,11233,38138,46789,46587,0,0
0,43268,61323,56709,10862,7836,52583,53620,0
0,52822,50746,36213,23948,10696,47232,41705,0
0,23087,2788,62067,46894,6666,47046,29789,0
0,48805,38723,51422,60196,57458,13183,17873,0
0,0,32868,52141,24285,35180,0,5957,0
0,0,54993,58163,34815,44376,71,0,0
0,0,10724,7643,4436,2804,0,0,0
0,0,6229,15524,42431,38744,57274,0,0
0,34619,57207,22794,3165,63573,0,0,0
0,63473,28412,15454,33217,25947,0,0,0
0,0,0,61898,16380,9887,1139,0,0
0,0,0,61726,40217,6985,39078,0,0
0,0,0,56970,46568,30486,25369,53620,0
0,0,0,36712,35072,40736,23868,41705,0
0,0,0,54191,17882,46578,62746,29789,0
0,0,0,4720,52333,21366,6200,17873,0
0,0,0,31681,7390,63295,53424,5957,0
0,0,0,63578,14078,51246,53552,0,0
0,0,0,57285,48017,23818,0,0,0
0,0,0,18895,56511,19420,0,0,0
0,0,0,46199,31328,58707,0,0,0
0,0,0,19009,18686,46098,32731,0,0
0,0,0,54310,33689,39295,43155,0,0
0,0,0,8616,39149,51701,57301,0,0
0,0,0,6044,56847,17174,21703,53620,0
0,0,0,17810,60415,18998,0,41705,0
0,0,0,14881,35271,44283,22959,29789,0
0,0,0,37250,306,60593,0,17873,0
0,0,0,21917,60441,61886,37834,5957,0
0,0,0,1225,13348,31269,61367,0,0
0,0,0,38760,36867,35201,37917,0,0
0,0,0,56977,8079,2673,44940,0,0
0,0,0,36998,36489,46971,0,0,0
0,0,0,30530,52462,19317,0,0,0
0,0,0,7272,49214,17523,25744,0,0
0,0,0,21593,3043,47606,54615,0,0
0,0,0,64986,42323,4652,0,53620,0
0,0,0,18377,29341,20142,33701,41705,0
0,0,0,56203,5954,55567,0,29789,0
