kde_low_prob_ratio,kde_prob_mean,kde_prob_day_mean,dist_to_centroid_mean,step_max,mean_speed,turning_angle_mean,hour,is_outside
0,0,46234,849,37471,18368,0,0,0
0,0,42392,46093,28109,50427,36847,53620,0
0,0,24143,7344,33494,33530,0,41705,0
0,0,0,28794,44276,119,57459,29789,0
0,0,0,49808,24889,17334,29330,17873,0
0,0,0,41759,14221,31246,11178,5957,0
0,0,0,39663,29676,31421,50858,0,0
0,0,0,26005,42675,34179,0,0,0
0,0,0,42077,50214,62514,0,0,0
0,0,0,26760,18905,6091,0,0,0
0,0,0,8700,55669,48131,0,0,0
0,7498,8574,14584,48568,10649,43382,0,0
0,24030,49076,4718,18462,62602,20192,0,0
0,36781,38342,5407,49593,8925,8094,53620,0
0,0,24361,28832,2192,7307,23630,41705,0
0,0,41304,12533,64361,7643,39674,29789,0
0,0,62323,24452,64759,14311,9912,17873,0
0,0,60130,57287,50169,41677,15144,5957,0
0,0,34888,7309,48205,52859,28849,0,0
0,0,5629,11214,7583,34560,0,0,0
0,0,12164,52480,46199,56351,4746,0,0
0,0,13608,5308,18359,40216,5891,0,0
0,0,0,57892,15652,40010,27832,0,0
0,0,0,40073,49682,63142,32064,0,0
0,0,0,2105,48586,43337,0,53620,0
0,0,0,21990,18973,13609,0,41705,0
0,0,0,46001,30508,60726,28144,29789,0
0,0,0,54765,54030,6275,0,17873,0
0,0,0,19771,23121,29621,28844,5957,0
0,0,0,5856,52298,33817,0,0,0
0,0,0,27952,29307,2665,53285,0,0
0,0,0,22077,18377,3388,0,0,0
0,0,0,30898,51739,20736,11135,0,0
0,0,0,39116,3258,1912,39409,0,0
0,0,0,3053,46679,12775,0,0,0
0,0,55954,26690,20403,30664,3605,0,0
0,8288,50293,48903,19138,24532,32006,53620,0
0,0,22537,37585,16412,59732,28668,41705,0
0,0,52347,21483,59065,1529,0,29789,0
0,0,0,17531,12860,61648,14325,17873,0
0,0,0,13854,48458,37398,151,5957,0
0,0,0,54355,11592,10092,16853,0,0
0,0,0,53595,1224,36630,45468,0,0
0,0,39274,36671,58365,26361,3744,0,0
0,13127,10259,2446,4881,61327,22987,0,0
0,0,29252,11582,28872,31054,35529,0,0
0,0,58148,29350,11199,43977,41487,0,0
0,0,11233,49949,5166,14925,17084,0,0
0,0,0,13660,13679,56850,0,41705,0
0,0,0,2927,22697,8089,19444,29789,0
0,0,0,56756,46898,15749,394,17873,0
0,0,0,289,34823,31724,0,5957,0
0,0,0,40813,37439,28123,0,0,0
0,0,0,33844,11497,31059,7577,0,0
0,0,0,30392,29158,35493,4635,0,0
0,0,0,59386,11707,57292,57683,0,0
0,0,50065,16756,50819,60242,1974,0,0
0,0,0,5864,21954,30117,47734,0,0
0,0,0,6302,55242,40341,0,0,0
0,0,0,65001,39680,7580,0,53620,0
0,0,0,2476,59439,48427,21450,41705,0
0,0,0,53422,34745,37121,0,29789,0
0,0,0,57232,59422,60625,60816,17873,0
0,0,9058,62243,23335,48548,62940,5957,0
0,0,0,41318,18387,60651,0,0,0
0,0,48252,8898,25833,49418,0,0,0
0,8873,37978,41888,18663,36540,0,0,0
0,11355,55566,7605,41578,55950,31588,0,0
0,38294,11577,57592,30263,58968,49777,0,0
0,20669,35204,20780,52281,0,0,0,0
0,50640,51607,9255,59765,34303,62379,0,0
0,21008,46161,54515,26364,33991,3756,53620,0
0,25628,56241,19201,14918,29897,52074,41705,0
0,65336,64579,53557,51949,60833,0,29789,0
0,26214,26854,7800,17905,56620,50226,17873,0
0,50339,45154,47006,13859,46095,20329,5957,0
0,34622,24534,22004,2642,58962,20718,0,0
0,54816,54529,6903,33832,48569,31100,0,0
0,55869,5440,1425,25404,52588,24228,0,1
0,26222,64973,25961,44480,60694,55020,0,1
0,61935,30305,52853,37362,21307,39472,0,1
0,12390,14595,8270,5241,5771,3721,0,1
0,10964,17917,13420,36002,44765,0,0,1
0,2632,54476,42751,13272,36093,0,53620,1
0,10279,59756,59115,17511,60936,0,41705,1
0,29116,9786,3441,40069,24418,36186,29789,0
0,47725,3584,31912,24838,41567,0,17873,1
0,39251,4831,3293,41171,51207,7722,5957,1
0,30707,25722,49018,42228,35554,40731,0,0
0,12325,13820,4181,26197,34155,44216,0,0
0,9914,15490,62305,44271,15616,23615,0,0
0,7101,59094,60461,19662,48396,63213,0,0
0,33954,53506,45851,20821,45054,0,0,0
0,0,60902,9187,59981,3271,8938,0,0
0,0,36569,60641,26239,61249,29631,0,0
0,0,0,2894,46494,19273,17929,53620,0
0,0,0,16555,20789,1747,36081,41705,0
0,0,0,41330,1158,16096,0,29789,0
0,0,0,63770,50337,64016,0,17873,0
0,0,0,45728,54793,9696,17093,5957,0
0,0,0,55708,51132,1075,0,0,0
0,0,0,24464,49746,35651,38776,0,0
0,0,0,27352,12325,7671,3192,0,0
0,0,0,1448,1841,48439,0,0,0
0,0,0,37129,50252,16351,12493,0,0
0,0,0,12724,55515,4707,20312,0,0
0,18616,13527,48029,10310,9033,22557,0,0
0,50264,32371,18628,1463,15869,65534,53620,0
0,43638,28550,36112,43826,9355,0,41705,0
0,52387,22416,35591,12812,46577,0,29789,0
0,0,59511,25090,59555,5980,20991,17873,0
0,0,0,31566,43379,13835,55632,5957,0
0,0,0,13320,5524,39862,53887,0,0
0,0,60304,33647,28554,38302,26102,0,0
0,0,12815,32385,37272,46605,43686,0,0
0,0,0,23487,44727,23155,15390,0,0
0,47559,24905,1289,32060,17188,0,0,0
0,17494,10653,16967,65037,50676,4645,0,0
0,13434,46566,59446,44963,41187,22346,53620,0
0,41129,17107,7820,29881,796,27348,41705,0
0,0,22238,15791,10155,39043,0,29789,0
0,0,0,8668,25760,16473,55871,17873,0
0,0,0,40329,11994,34758,0,5957,0
0,0,0,35263,8766,64448,61776,0,0
0,0,0,46573,463,28224,0,0,0
0,0,0,18125,59121,24251,60778,0,0
0,0,0,56330,30793,64528,0,0,0
0,0,0,27401,7151,12173,0,0,0
0,0,27912,35567,22707,54174,50203,0,0
0,16929,20825,22371,32165,10224,23812,0,0
0,4320,35603,38320,43984,5161,62723,53620,0
0,46164,28047,23696,8279,54850,51411,41705,0
0,0,31967,17407,1451,38693,15619,29789,0
0,0,0,16751,23935,65190,673,17873,0
0,0,0,47604,17222,15960,0,5957,0
0,0,0,36927,16898,47898,0,0,0
0,0,0,36404,3936,39040,22748,0,0
0,0,0,13064,14508,62405,41246,0,0
0,0,35613,22780,28101,33977,0,0,0
0,0,59408,11865,54998,43573,27528,0,0
0,0,11285,17664,49957,61319,57504,0,0
0,0,36544,43944,28001,38672,0,0,0
0,0,0,20484,63978,2292,17916,53620,0
0,0,0,20000,34218,17100,0,41705,0
0,0,0,62873,9726,43525,0,17873,0
0,0,0,60568,59296,42971,571,5957,0
0,0,0,57984,59516,53507,19326,0,0
0,0,0,18065,46140,10293,38783,0,0
0,0,0,10155,11634,44192,0,0,0
0,55604,15327,15783,49636,39526,47390,0,0
0,61208,28012,21671,62285,17283,17891,0,0
0,58984,17506,50942,10076,27760,0,0,0
0,18220,1120,48411,34011,23367,28331,0,0
0,0,64286,5649,49827,40789,50740,53620,0
0,0,2544,63452,16107,25444,62176,41705,0
0,0,58000,50595,28741,62103,46513,29789,0
0,0,10502,17632,35513,54548,51561,17873,0
0,0,26034,35528,10635,30985,7514,5957,0
0,0,10681,46880,1052,45070,0,0,0
0,0,11182,28033,30591,17211,19272,0,0
0,0,3434,28464,5909,59830,19703,0,0
0,0,58031,16296,62788,15157,30780,0,0
0,0,0,42370,17008,43399,0,0,0
0,40761,35168,7889,19806,13541,0,0,0
0,0,33860,49097,29302,21779,0,0,0
0,0,32248,52417,4235,4244,4471,53620,0
0,0,56298,30292,4313,21636,0,41705,0
0,0,54269,60650,19643,10153,0,29789,0
0,0,334,58271,8798,27766,28461,17873,0
0,0,15946,53072,23105,14414,0,5957,0
0,0,0,8692,43268,46075,41171,0,0
0,0,0,40280,38560,63097,25650,0,0
0,0,0,42926,22877,55154,21636,0,0
0,0,0,12401,49828,59002,38583,0,0
0,61676,46256,55188,44267,55090,59438,0,0
0,0,0,45244,51299,59142,0,0,0
0,0,0,17433,25111,6779,0,0,0
0,0,0,3406,60946,19336,44529,53620,0
0,0,0,43930,53955,42584,26636,41705,0
0,0,0,24118,56236,25302,36056,29789,0
0,0,0,7219,61018,30757,0,17873,0
0,0,0,221,33239,61578,0,5957,0
0,0,0,23919,29705,62144,5223,0,0
0,0,0,22956,21392,63381,28788,0,0
0,0,0,44756,41732,40833,431,0,0
0,0,0,53726,20147,21949,35655,0,0
0,16032,19717,19220,15440,41011,15822,0,0
0,19817,51434,4999,21757,4872,0,0,0
0,12948,64147,3255,2306,4076,0,53620,0
0,0,13055,8692,63921,15497,15927,41705,0
0,0,44469,61950,61902,21362,24356,29789,0
0,0,38454,25793,17241,13385,618,17873,0
0,0,56655,26832,11771,24199,0,5957,0
0,0,37972,19235,58031,57993,33068,0,0
0,0,39267,5191,53771,47679,1113,0,0
