kde_prob_mean,kde_prob_night_mean,dist_to_centroid_mean,step_median,mean_speed,accelerate,turning_angle_max,turning_angle_median,is_night,is_outside
23227,30999,10754,3131,5616,4216,19537,19537,65535,0
25019,37978,11859,2665,4746,1035,14570,14570,65535,0
47632,27045,18369,12298,22071,20763,6225,6225,0,0
45767,25475,18499,453,803,25173,12258,12258,0,0
42677,23231,18788,345,622,218,17030,17030,0,0
56261,42516,16431,2577,4577,4691,55805,55805,0,0
51475,52188,14835,1773,3195,1663,2653,2653,0,0
35331,46237,12726,10069,17741,17113,17202,17202,65535,0
14397,31436,18458,7056,12647,6096,18080,18080,65535,0
14736,30392,8384,11312,20482,9473,60674,60674,65535,1
18881,28406,6419,4808,8598,14192,10495,10495,65535,0
30278,29677,6919,2458,4343,5019,4800,4800,65535,0
30466,29656,6720,220,397,4753,0,0,65535,0
23988,41150,11124,5290,9471,10850,57597,57597,65535,0
48878,29959,17890,7396,13237,4501,8188,8188,0,0
44272,25745,18439,607,1085,14506,4026,4026,0,0
44721,26236,18374,76,136,1128,0,0,0,0
52834,32354,17788,1515,2696,3043,30940,30940,0,0
58935,51211,15819,2217,3935,1467,19544,19544,0,0
29715,47274,12420,3773,6841,3518,2174,2174,65535,0
28710,46014,11857,1940,3476,4026,28921,28921,65535,0
16694,30384,9045,5562,9949,7731,10887,10887,65535,0
14943,30726,7203,3636,6482,4127,7995,7995,65535,0
14807,30684,7413,248,442,7203,49293,49293,65535,0
17881,31470,9391,3988,7158,8048,17062,17062,65535,0
44591,49568,12790,3947,7051,127,8766,8766,65535,0
34748,34611,16843,4465,7958,1079,3032,3032,0,0
25906,21520,19134,3196,5716,2677,12783,12783,0,0
25706,25289,18436,1300,2314,4044,59355,59355,0,0
26955,26573,18248,209,371,2308,0,0,0,0
37257,36090,16469,2599,4670,5157,10529,10529,0,0
9273,21242,10938,12987,11642,4174,966,966,65535,0
9091,21650,1176,12727,22740,13242,30096,30096,65535,0
18169,17148,5610,6172,10988,13973,14517,14517,65535,0
25310,20460,8616,4009,7120,4587,11618,11618,65535,0
25922,20370,8424,249,450,8055,63797,63797,65535,0
26228,38666,11745,8744,15668,18207,45174,45174,65535,0
38652,20811,19226,12601,22518,8175,8296,8296,0,0
38688,20871,19115,995,1778,24747,23076,23076,0,0
38323,21301,19065,356,317,869,1365,1365,0,0
53223,36365,17777,2854,5044,5576,50548,50548,0,0
53290,51672,17471,1989,3592,1751,4836,4836,65535,0
42232,31968,17658,5697,10244,7987,60754,60754,65535,0
39044,27288,18318,744,1328,10633,34350,34350,65535,0
49224,36526,17029,1494,2676,1612,53380,53380,65535,0
26180,20768,19260,2825,5063,2857,61117,61117,65535,0
35864,18843,19451,3250,5812,895,43471,43471,65535,0
37637,19885,19295,172,307,6553,0,0,65535,0
43101,24076,18661,950,1699,1663,18984,18984,0,0
30209,17892,19640,1468,2598,1063,33070,33070,0,0
37751,23447,18821,897,1596,1191,48719,48719,0,0
50822,36635,17030,1979,3585,2407,4631,4631,0,0
23710,37091,10442,8053,7195,2154,10893,10893,65535,0
13334,29732,7831,6127,10953,4486,4713,4713,65535,0
19426,36761,19023,12351,21993,13127,41308,41308,65535,0
45614,49513,12753,9625,17348,5590,51109,51109,65535,0
36750,51980,12913,4782,8520,10503,9069,9069,65535,0
50409,65535,16769,5966,10701,2611,9075,9075,65535,0
50372,65535,16778,17,31,12699,0,0,65535,0
55393,43134,17410,3080,5458,6421,49867,49867,0,0
51339,30549,17913,2074,3739,2069,1860,1860,0,0
59461,50786,16030,2357,4222,578,49475,49475,0,0
52486,60312,15136,1810,3235,1178,8644,8644,0,0
55579,59289,15584,508,910,2782,49329,49329,0,0
51543,50204,15381,11404,20317,23089,34767,34767,65535,0
21590,34455,14672,5419,9719,12693,13081,13081,65535,0
16541,23714,8472,9951,17802,9656,21624,21624,65535,0
28308,31341,10091,3939,7008,12825,14445,14445,65535,0
24030,32536,8224,2047,3675,3996,44203,44203,65535,0
40792,34395,14286,7358,13163,11333,55152,55152,65535,0
38850,34760,14773,864,1545,13865,12397,12397,65535,0
39415,34363,14532,335,599,1130,33367,33367,0,0
37749,28770,11867,2929,5213,5484,16133,16133,0,0
41297,31179,12842,1066,1897,3943,63888,63888,0,0
34328,30680,14137,2534,4571,3220,22765,22765,0,0
36293,32481,14508,733,1306,3883,39826,39826,0,0
37676,30213,11697,3070,5462,4937,44969,44969,65535,0
29491,38301,11014,11126,19840,17123,22398,22398,65535,0
28648,26526,10439,4232,7628,14700,15140,15140,65535,0
7161,19005,4785,6254,11162,4212,31106,31106,65535,0
25314,38821,11896,17876,31825,24566,2598,2598,65535,0
23765,52121,14339,3460,6238,30807,13169,13169,65535,0
49086,63268,18445,4994,8919,3197,2001,2001,65535,0
49701,60105,18811,489,871,9577,4680,4680,0,0
49778,59340,18985,197,353,620,0,0,0,0
50268,54837,19784,873,1559,1437,4711,4711,0,0
50363,54829,19825,61,110,1736,0,0,0,0
45759,60549,22638,5303,9420,11044,6252,6252,0,0
35903,62944,24754,3750,6728,3225,2127,2127,65535,0
25172,48378,28009,3586,6404,387,14768,14768,65535,0
22990,44680,28966,1372,2435,4704,17687,17687,65535,0
6290,16137,31518,3294,5920,4182,26769,26769,65535,1
40786,25983,28271,8094,14506,10276,55745,55745,65535,0
52883,55455,25217,3910,6995,8974,36435,36435,65535,0
50204,58567,24328,1003,1798,6222,7025,7025,65535,0
65535,31698,24942,3936,7015,6209,40140,40140,0,0
45579,16315,24785,2707,4780,2636,7388,7388,0,0
46986,35842,22002,3040,5482,845,32816,32816,0,0
53177,46686,21387,1329,1181,2552,20875,20875,0,0
52259,57902,21512,2249,4065,3481,10788,10788,65535,0
4931,14774,24554,12839,22873,22375,2165,2165,65535,1
4113,9502,31495,7871,14192,10452,28634,28634,65535,1
4191,10073,31143,394,704,16102,56049,56049,65535,1
4458,11484,30372,878,1569,1032,1341,1341,65535,1
5138,13686,29510,1368,2452,1057,10531,10531,65535,1
65535,38846,25269,12428,22071,23267,3613,3613,65535,0
47363,49498,19621,7175,12881,11018,19187,19187,0,0
43049,42229,20051,798,1433,13725,32598,32598,0,0
43100,42458,19979,86,154,1527,0,0,0,0
49574,63222,18091,2465,2202,1221,20121,20121,0,0
50555,50670,13072,13026,23078,24700,29730,29730,65535,0
12458,27399,4557,15169,27296,5069,24776,24776,65535,0
6942,13069,4808,9174,16421,13000,29342,29342,65535,0
32057,35741,10567,12124,21664,6255,29601,29601,65535,0
51326,61791,17421,9903,17619,4805,10734,10734,65535,0
47833,65535,16751,1156,2084,18701,58398,58398,65535,0
47231,65535,16629,143,255,2171,0,0,65535,0
49351,28996,18035,6295,11255,13132,42367,42367,0,0
43591,24597,18591,703,1261,11980,13094,13094,0,0
44092,25916,18420,352,630,755,33588,33588,0,0
50711,39025,16703,1954,3466,3359,15616,15616,0,0
37107,30919,17802,1871,3344,146,40098,40098,0,0
33280,33349,16932,2796,5026,2018,23834,23834,65535,0
22359,35739,12000,9335,16751,14051,11765,11765,65535,0
15714,30911,7123,5370,9599,8538,27721,27721,65535,0
56554,51813,16934,14731,26032,19392,35172,35172,65535,0
44653,45092,19706,3635,6574,23500,4632,4632,65535,0
45437,46374,19644,140,251,7536,0,0,65535,0
44694,36944,21566,2132,3802,4229,39113,39113,65535,0
44159,24671,23390,1992,3578,269,4386,4386,0,0
61855,20133,25705,3256,5809,2657,15853,15853,0,0
49019,33365,22539,3761,6625,961,59994,59994,0,0
36662,26006,22616,1195,2157,5388,24550,24550,0,0
37775,27436,22466,186,334,2188,0,0,0,0
52174,36792,22389,1499,2680,2801,20758,20758,65535,0
35902,64399,17013,6424,11458,10454,24749,24749,65535,0
47960,64169,18610,2163,3877,9072,61685,61685,65535,0
48764,61951,19317,822,1453,2863,20023,20023,65535,0
22444,49519,24887,10009,18075,20044,15679,15679,65535,0
35173,61256,26441,2890,5168,15412,36497,36497,65535,0
63455,27399,26482,6327,11309,7328,16118,16118,65535,0
65535,26080,25659,1253,2237,10812,19338,19338,0,0
42853,17262,24451,3179,5641,4034,6330,6330,0,0
34480,16382,24098,819,1476,5010,2659,2659,0,0
41446,23406,23399,893,797,405,34078,34078,0,0
40300,29009,22430,1069,1922,1350,14521,14521,65535,0
22983,13635,23814,2009,3588,1988,46861,46861,65535,0
13976,11981,21980,3192,5711,2537,33368,33368,65535,0
44120,37988,21304,4000,7152,1721,46967,46967,65535,0
46177,45607,20175,1239,2217,5897,28835,28835,65535,0
46651,46668,20070,129,230,2374,0,0,65535,0
50058,44195,21189,1391,2487,2695,44585,44585,65535,0
54430,51963,21270,1364,2438,59,21814,21814,0,0
55214,50021,21514,292,519,2278,39557,39557,0,0
53587,48971,21249,508,913,472,36903,36903,0,0
53210,51139,21003,304,540,441,30540,30540,0,0
50472,59025,19961,1268,2259,2046,1030,1030,0,0
36815,65535,15616,4746,8571,7612,10292,10292,65535,0
23863,38128,12068,5637,10069,1786,14918,14918,65535,0
13739,26145,12564,2677,4793,6307,15014,15014,65535,0
10784,22706,13206,702,1257,4230,27239,27239,65535,0
56723,52969,24598,14162,25202,28456,13770,13770,65535,0
64316,35631,23741,3628,6499,22369,32277,32277,65535,0
65103,37077,23743,220,393,7288,0,0,65535,0
60709,38629,23073,864,1549,1384,44735,44735,0,0
44551,24929,23378,1950,3488,2314,23542,23542,0,0
52210,24426,23957,919,1631,2201,45719,45719,0,0
51843,20836,24455,543,962,791,16508,16508,0,0
55130,20893,24691,409,739,268,18509,18509,0,0
48295,64371,18425,6912,12359,13873,44548,44548,65535,0
33120,36259,10593,9765,17579,6276,4329,4329,65535,0
6870,12889,12699,9443,16877,837,15779,15779,65535,0
10674,12657,9808,5257,9358,8938,29401,29401,65535,0
10664,12648,9838,44,78,10900,0,0,65535,0
4173,9471,11222,2498,4560,5465,36050,36050,65535,1
13974,20567,11440,12902,23002,21955,26456,26456,65535,0
35482,29765,11751,5711,10239,15281,15132,15132,0,0
36047,29416,12213,575,1023,10961,37518,37518,0,0
36451,29827,12477,296,529,589,14951,14951,0,0
37028,36379,16584,4522,8056,8954,7673,7673,0,0
40657,37069,16935,1182,2114,7095,24293,24293,0,0
41392,36875,17363,1126,2007,127,821,821,65535,0
32069,50612,23296,6996,12646,12842,13903,13903,65535,0
19796,32874,20204,4033,7181,6497,47380,47380,65535,0
26236,28592,15314,5599,9978,3328,18712,18712,65535,0
34120,27795,13572,3263,5852,4941,10771,10771,65535,0
33986,27577,13423,162,291,6667,0,0,65535,0
30091,39591,12697,6074,10822,12531,24745,24745,65535,0
35547,35423,13093,2737,4911,7082,62506,62506,0,0
34391,32907,11335,1929,3434,1756,35923,35923,0,0
27901,31618,10019,1533,2738,831,9333,9333,0,0
35900,34721,12146,2355,4222,1777,61456,61456,0,0
35860,32570,15007,3762,6659,2881,10770,10770,0,0
41579,37110,17590,3757,6789,157,5681,5681,65535,0
9568,22858,17512,6702,12011,6249,22958,22958,65535,0
7893,17895,9747,8802,15664,4341,31968,31968,65535,0
4460,10844,8005,5349,9603,7266,12441,12441,65535,1
4682,10746,7814,400,715,10610,9993,9993,65535,1
4915,12163,5616,2810,5007,5108,31289,31289,65535,1
24285,32874,8289,13101,23343,21816,380,380,65535,0
27018,32455,9391,1205,2163,25391,7902,7902,0,0
27157,32340,9450,89,158,2390,0,0,0,0
28410,30124,10796,1480,2646,2970,13114,13114,0,0
36586,30168,11557,2359,4185,1823,24895,24895,0,0
32948,29157,10726,913,1650,3059,39962,39962,0,0
40212,34617,14483,4337,7752,7283,55146,55146,65535,0
14013,21170,16145,5176,9256,1797,22531,22531,65535,0
24904,43491,18091,9066,16153,8204,10648,10648,65535,0
20021,32465,14288,4511,7999,9655,49818,49818,65535,0
14062,21279,13316,5284,9554,1878,15643,15643,65535,0
16078,22866,14481,1323,2365,8582,27210,27210,65535,0
16227,23230,15799,1502,2686,383,712,712,65535,0
33789,32997,15010,3138,5593,3460,34660,34660,0,0
34881,32884,14753,284,508,6075,25815,25815,0,0
36609,33243,14593,315,561,63,17196,17196,0,0
40594,34532,14379,1505,1348,471,7908,7908,0,0
42351,32425,13171,1322,2363,1211,31698,31698,65535,0
23453,23717,13537,3876,6939,5470,33478,33478,65535,0
26630,31508,10034,4254,7466,618,29651,29651,65535,0
15062,23334,8263,5490,10011,3099,31132,31132,65535,0
21526,37489,10530,12698,22701,15149,8579,8579,65535,0
47168,53433,14179,4108,7323,18304,9975,9975,65535,0
53153,51721,15053,1096,1958,6400,6690,6690,65535,0
54670,35083,17573,2980,5335,4038,1467,1467,0,0
36048,19115,19379,2340,4184,1375,20225,20225,0,0
35343,20030,19275,742,1312,3392,25014,25014,0,0
58358,55244,16018,4970,8959,9207,44357,44357,0,0
47491,50021,13289,7343,6555,1433,38075,38075,65535,0
50026,51472,15517,4901,8710,2558,11938,11938,65535,0
9199,21803,11594,7589,13704,6021,30175,30175,65535,0
11142,21218,10565,2660,4751,10679,3433,3433,65535,0
10821,21513,10237,361,647,4914,28575,28575,65535,0
26981,24097,11275,2878,5127,5328,41745,41745,65535,0
27597,24322,11222,147,264,5830,0,0,65535,0
36990,28247,12050,1254,2237,2350,24577,24577,0,0
39088,29763,11955,843,1510,870,20799,20799,0,0
39337,29655,12132,355,633,1044,55618,55618,0,0
41652,32255,13342,1353,2407,2107,15729,15729,0,0
40222,34465,14420,1389,2504,117,16429,16429,0,0
35616,32777,14812,945,1684,976,12334,12334,65535,0
26629,31825,9914,6912,12282,12576,32036,32036,65535,0
24936,25417,12411,2919,5248,8444,56048,56048,65535,0
23741,23987,13297,1124,2001,3861,4779,4779,65535,0
35733,32995,14867,3658,6593,5527,14085,14085,65535,0
40135,34066,14275,785,1403,6195,32917,32917,65535,0
30971,33206,16090,2049,3665,2703,47083,47083,65535,0
39109,33936,14433,2084,3719,64,50394,50394,0,0
39656,34212,14439,200,357,4006,0,0,0,0
40708,34268,14277,337,605,298,12512,12512,0,0
40382,34205,14313,135,240,434,0,0,0,0
40060,34354,14419,116,207,39,0,0,0,0
32463,32957,15292,1568,2801,3094,19804,19804,65535,0
20350,26630,16586,1947,3476,805,1736,1736,65535,0
21610,40795,18515,11103,19871,19594,20038,20038,65535,0
9633,20959,11057,9779,17549,2783,51592,51592,65535,0
12401,28883,8354,3890,6939,12639,28734,28734,65535,0
14745,30656,7470,1371,2449,5355,2148,2148,65535,0
49090,51745,12771,6491,11565,10846,34861,34861,65535,0
55634,54084,14099,1497,2689,10648,12878,12878,0,0
55081,54489,14349,441,786,2267,14000,14000,0,0
52569,54872,13695,815,1450,788,36734,36734,0,0
47909,53308,13201,680,1214,281,2616,2616,0,0
39159,47424,11938,1527,2739,1828,22785,22785,0,0
30488,41756,11126,2811,5061,2792,14068,14068,65535,0
14769,30456,6870,6623,11816,8047,40333,40333,65535,0
15726,29051,8797,5604,10035,2130,56279,56279,65535,0
29895,47413,12265,4921,8763,1512,1130,1130,65535,0
41190,54197,13423,1281,2295,7734,15463,15463,65535,0
35806,60827,14564,4390,7869,6671,32989,32989,65535,0
49633,60640,19346,5300,9443,1874,19779,19779,65535,0
50107,44630,21137,2263,4060,6449,14741,14741,0,0
46601,48676,19445,2099,3721,401,45089,45089,0,0
47387,50571,19207,263,474,3908,13576,13576,0,0
54705,53933,21411,3623,6400,6990,43853,43853,0,0
54348,55080,21439,255,461,7177,13901,13901,0,0
42303,62283,23670,4818,8616,9738,6576,6576,65535,0
9819,25810,27225,7406,13195,5447,3694,3694,65535,0
5379,14446,29285,2367,4249,10723,12018,12018,65535,1
4389,10890,30622,1495,2665,1885,1728,1728,65535,1
4390,10899,30660,235,421,2686,24512,24512,65535,1
8408,23648,25266,5991,10711,12285,33274,33274,65535,0
44076,63368,19382,12366,21778,13015,21227,21227,65535,0
49346,56145,19014,2848,5169,20133,2143,2143,0,0
65535,26800,25955,7907,14017,10473,41495,41495,0,0
55529,21233,27247,1441,1293,7620,782,782,0,0
48037,21657,24079,4731,8401,8429,55208,55208,0,0
54808,42311,22059,2483,4458,4727,26471,26471,65535,0
11976,24673,13170,13123,23458,22680,622,622,65535,1
10249,17704,11790,6174,11067,14831,2140,2140,65535,0
2976,6621,12729,6290,11263,234,1128,1128,65535,1
3738,9727,10502,5496,9828,1713,21724,21724,65535,1
12080,21065,8378,10469,18684,10555,9527,9527,65535,0
21885,24230,9992,2124,3793,17762,12338,12338,65535,0
30903,27762,10655,2011,3604,226,15609,15609,0,0
31468,28056,10741,130,232,4011,0,0,0,0
32259,29027,10810,367,655,505,12836,12836,0,0
36522,30005,12481,1846,3302,3161,31490,31490,0,0
36184,30413,14038,1800,3216,102,4557,4557,0,0
41108,36627,17288,4084,7318,4909,5541,5541,65535,0
29963,51514,23927,7797,6961,213,308,308,65535,0
30693,43411,21630,2533,4534,2901,56137,56137,65535,0
25342,35854,18941,8053,14375,11730,24654,24654,65535,0
25885,34161,17516,1719,3078,13509,19926,19926,65535,0
25919,34208,17531,25,44,3631,0,0,65535,0
41541,37671,17239,3588,6399,7569,18553,18553,0,0
41609,38318,17428,281,503,7055,48316,48316,0,0
41386,37185,17913,1548,2769,2706,41759,41759,0,0
39722,36216,17723,377,672,2493,20295,20295,0,0
40715,37804,18967,1376,2451,2115,41241,41241,0,0
41908,38388,19015,270,487,2360,32100,32100,65535,0
11889,26292,18632,5414,9698,11018,65410,65410,65535,0
14358,22132,13872,5197,9180,612,33813,33813,65535,0
17051,21922,10832,3675,6636,3067,8310,8310,65535,0
16878,21837,10879,87,157,7748,0,0,65535,0
26568,24672,11373,2045,3656,4178,48873,48873,65535,0
32337,29373,10802,2724,4870,1449,14219,14219,65535,0
33738,30989,11097,512,915,4719,16230,16230,0,0
35438,32610,11645,642,1148,278,10319,10319,0,0
35533,32684,11685,44,79,1267,0,0,0,0
35763,34980,12123,691,1231,1370,15124,15124,0,0
29488,38894,13194,2654,4802,4315,8570,8570,0,0
27873,37640,12899,1320,2361,2915,17299,17299,65535,0
26682,31742,9951,7092,12589,12125,10678,10678,65535,0
23595,23799,13711,4515,4043,5110,26298,26298,65535,0
40193,34393,14397,3580,6424,2853,23220,23220,65535,0
15682,30990,10202,11271,20148,16381,23161,23161,65535,0
22724,24914,3933,12129,21681,1830,25256,25256,65535,0
42086,29678,7925,5071,9061,15057,40865,40865,0,0
41805,29718,7592,378,676,10009,52134,52134,0,0
41489,29658,7812,242,425,295,56898,56898,0,0
41165,29661,6851,1060,1913,1793,65215,65215,0,0
32574,28858,5685,1420,2552,767,11872,11872,0,0
15621,19395,3897,6219,11107,10202,25416,25416,65535,0
14154,23410,2161,2507,4480,7908,50191,50191,65535,0
12499,28990,8444,10290,18397,16613,579,579,65535,0
47952,43939,15170,9935,17766,753,26738,26738,65535,0
54805,55899,22364,17133,30672,15429,21154,21154,65535,0
40090,64298,25475,5447,9739,24993,4903,4903,65535,0
46609,59947,25937,1539,2738,8319,43504,43504,65535,0
49677,13935,27451,5598,10064,8795,3196,3196,0,0
47385,13376,27654,238,424,11492,32367,32367,0,0
45757,14685,27897,491,876,538,13397,13397,0,0
59372,22336,26893,1134,2006,1335,39618,39618,0,0
62955,39412,25953,1852,3344,1613,14623,14623,0,0
34563,58459,27291,4841,8674,6379,16390,16390,65535,0
6748,17228,31483,4921,8783,130,16204,16204,65535,0
27250,50432,28237,3812,6760,2396,65394,65394,65535,0
24058,51012,25667,3589,6452,369,21640,21640,65535,0
37531,62138,23398,3663,6588,163,31108,31108,65535,0
38998,62087,23188,471,841,6845,3665,3665,65535,0
60729,50346,23905,3360,6027,6214,13914,13914,65535,0
60886,20256,26561,3594,6425,475,12589,12589,0,0
46462,12466,27664,1230,2190,5034,8109,8109,0,0
46773,12270,27603,108,193,2374,0,0,0,0
52274,15854,27332,453,804,726,37004,37004,0,0
47625,12735,27558,391,705,120,64917,64917,0,0
40437,64344,25350,7232,13003,14765,60705,60705,65535,0
13369,34275,25909,5029,8977,4798,5241,5241,65535,0
17260,41523,25312,1145,2037,8245,56987,56987,65535,0
31421,58483,26325,2959,5312,3926,19221,19221,65535,0
21798,27174,29659,6101,10907,6679,2634,2634,65535,0
56752,52215,24966,5125,9196,2050,47999,47999,65535,0
56923,52025,24976,28,49,10915,0,0,65535,0
65535,29063,25646,2877,5147,6090,4115,4115,0,0
50455,17238,27592,2125,3789,1616,26148,26148,0,0
45971,13826,27831,414,739,3639,18475,18475,0,0
53916,22927,27396,1069,1909,1395,61152,61152,0,0
65152,42866,25100,2678,4725,3319,16413,16413,0,0
35863,61615,26456,5223,9475,5754,29088,29088,65535,0
1831,6635,22951,10865,19398,11830,19145,19145,65535,1
1317,5274,18380,5063,9090,12359,26330,26330,65535,1
1514,5835,18463,887,1562,8848,30663,30663,65535,1
30619,57390,21419,10948,19891,22237,61935,61935,65535,1
31756,58358,21575,204,364,23250,0,0,65535,0
65535,29375,24959,6755,12048,13916,11172,11172,65535,0
48875,54732,18837,7041,12617,681,41206,41206,0,0
39353,22072,18954,6605,11733,1050,22037,22037,0,0
40289,22338,18908,172,308,13647,0,0,0,0
39404,25136,18586,1028,1818,1784,51733,51733,0,0
23539,20609,19223,2078,3743,2315,12831,12831,0,0
49343,54557,15149,9459,17081,16083,22632,22632,65535,0
9826,23249,18335,6912,12174,5771,12615,12615,65535,0
129,1930,24347,6866,12459,345,11262,11262,65535,1
6050,11873,17922,7677,13757,1553,52807,52807,65535,1
25075,35826,10192,18648,33264,23237,2096,2096,65535,0
30909,39889,12358,3204,5740,32931,11052,11052,65535,0
30162,28358,12017,4967,8878,3744,51837,51837,65535,0
29440,28187,11661,592,1058,9338,17781,17781,0,0
30148,26652,12308,721,1287,272,43075,43075,0,0
30367,27816,12211,530,941,410,41562,41562,0,0
30588,27651,12488,336,604,405,27154,27154,0,0
29150,29367,13058,1320,2363,2104,14148,14148,0,0
27520,37052,13935,4432,7911,6613,9732,9732,65535,0
35602,34620,15914,5480,9797,2252,2439,2439,65535,0
33023,49529,24277,10118,9065,438,9601,9601,65535,0
15341,23688,23163,6845,12210,3746,31724,31724,65535,0
10989,14110,23164,1996,3573,10325,163,163,65535,0
11763,13956,23703,606,1079,2965,37058,37058,65535,0
21155,34147,24617,3532,6314,6249,23176,23176,0,0
21048,34958,23937,768,1376,5905,34620,34620,0,0
21950,36743,24455,592,1040,394,53637,53637,0,0
22827,39834,25214,902,1631,713,2391,2391,0,0
22322,38368,25533,426,768,1038,21302,21302,0,0
18700,34003,27683,2372,4243,4152,9658,9658,65535,0
13294,19832,29020,2409,4276,39,17017,17017,65535,0
22717,39955,23162,6966,12496,9846,54531,54531,65535,0
22751,23518,11560,12871,23046,12615,6996,6996,65535,0
27743,37154,10536,6832,12214,12931,18366,18366,65535,0
30535,37075,10961,873,1560,12711,51891,51891,65535,0
31170,39655,11840,1124,2004,530,32425,32425,65535,0
26706,21884,14603,7683,13776,14094,18735,18735,0,0
27496,22372,14382,260,464,15885,53835,53835,0,0
28966,23461,13742,725,1290,982,2358,2358,0,0
30340,27079,12304,1841,3314,2434,5051,5051,0,0
30402,28516,12538,894,1591,2049,25941,25941,0,0
29846,39668,12203,3988,7133,6620,11682,11682,65535,0
23257,29152,16366,4546,8053,1088,31930,31930,65535,0
22370,27623,15741,2117,3823,5101,40534,40534,65535,0
28660,33742,11524,4767,8539,5640,22585,22585,65535,0
35385,30272,12274,7833,13977,6479,22263,22263,65535,0
37404,33418,14625,2882,5168,10547,13527,13527,65535,0
38759,33655,14403,256,457,5620,49826,49826,65535,0
40599,30726,12818,2196,3910,4104,5935,5935,0,0
42216,32964,13495,813,1456,2934,59948,59948,0,0
42427,33282,13522,350,628,991,22625,22625,0,0
40058,31684,12697,1371,2414,2099,17742,17742,0,0
40195,31687,12676,49,89,2813,0,0,0,0
39012,29771,11928,1180,2113,2423,6417,6417,65535,0
16137,21820,12557,4246,7590,6537,15432,15432,65535,0
20783,36194,16367,7205,12826,6224,2054,2054,65535,0
39515,50083,12708,11341,20303,8939,30736,30736,65535,0
13509,27685,5366,11245,20154,178,41727,41727,65535,0
26981,32532,9449,7423,13217,8249,9430,9430,65535,0
26963,32547,9440,12,21,15821,0,0,65535,0
26148,32295,8948,754,1338,1561,30197,30197,0,0
26104,31767,8958,294,527,972,16562,16562,0,0
24852,32514,8489,660,1182,782,47620,47620,0,0
26413,32857,9111,765,1366,220,40652,40652,0,0
27309,32234,9618,563,1006,430,13398,13398,0,0
27491,31068,10288,767,1375,442,10201,10201,65535,0
26671,29076,10845,1367,2439,1267,18179,18179,65535,0
27606,31880,9579,2357,4196,2089,61415,61415,65535,0
27809,29532,7587,15629,27825,28092,10674,10674,65535,0
53018,63098,16307,9582,17352,12664,10732,10732,65535,0
46094,65535,17158,2360,4207,15649,23937,23937,65535,0
46336,65535,17225,74,132,4879,0,0,65535,0
58566,54585,15807,4582,8167,9564,39263,39263,0,0
45711,25815,18432,3655,6507,1973,22066,22066,0,0
47454,27845,18162,347,613,6960,41099,41099,0,0
54864,40027,16680,1619,2935,2811,11255,11255,0,0
57732,56502,15785,2938,5257,2774,24759,24759,0,0
43528,64773,15207,2623,4665,703,1182,1182,65535,0
25700,53647,14095,2552,4600,78,8281,8281,65535,0
19487,31937,11981,5663,10121,6590,3556,3556,65535,0
28293,36846,11230,3556,6360,4491,53093,53093,65535,0
21995,40777,12626,1703,3023,3954,45132,45132,65535,0
21724,40718,12682,81,145,3453,0,0,65535,0
35830,60502,14513,4383,7853,9222,40206,40206,65535,0
45360,27420,18622,6287,11239,4043,1339,1339,0,0
42580,23561,18732,1775,3165,9614,18418,18418,0,0
59065,44368,16698,2751,4898,2060,47458,47458,0,0
58877,44364,16497,518,921,4720,37519,37519,0,0
53543,59952,15235,2519,4551,4381,43448,43448,0,0
35518,51348,12811,3324,5956,1681,34370,34370,65535,0
25639,43269,11496,1538,2751,3827,7773,7773,65535,0
49252,62384,15141,5125,9120,7570,56910,56910,65535,0
35673,60999,18826,6478,11632,3011,9737,9737,65535,0
32894,59824,26315,9074,16179,5414,4878,4878,65535,0
38090,63858,25599,1047,1873,17088,58473,58473,65535,0
53368,55623,24871,3013,5378,4179,10623,10623,65535,0
62676,24425,26554,3746,6691,1566,13914,13914,0,0
43855,11522,27851,1646,2950,4477,9483,9483,0,0
46180,13984,27821,382,676,2685,45515,45515,0,0
51437,15316,27381,507,910,280,37985,37985,0,0
54198,16939,27199,220,394,616,0,0,0,0
61421,34994,26440,2011,3618,3873,14233,14233,65535,0
9372,22676,30899,8257,14739,13256,18961,18961,65535,0
18999,33230,29953,4230,7531,8570,56722,56722,65535,0
40927,29637,28183,2990,5388,2579,11476,11476,65535,0
47779,58325,25985,3460,6087,822,34851,34851,65535,0
47578,58876,25928,97,177,7167,0,0,65535,0
46281,60974,23986,2121,3780,4289,18348,18348,65535,0
48672,57737,25892,2090,3740,48,63430,63430,0,0
44648,10201,26172,6722,12026,9899,32566,32566,0,0
38337,8697,25974,655,1159,12838,10561,10561,0,0
57758,22205,24702,1751,3143,2378,39304,39304,0,0
63188,33984,23749,1297,2330,975,1025,1025,0,0
40834,62093,23273,5677,10143,9321,14961,14961,65535,0
17125,38420,19937,4304,7710,2910,22502,22502,65535,0
35633,60636,21690,2994,5349,2816,58895,58895,65535,0
34123,59927,21698,303,541,5744,49547,49547,65535,0
21478,48185,24852,4941,8837,9908,13787,13787,65535,0
44602,62822,25559,4044,7190,1956,45636,45636,65535,0
65535,44235,24527,3932,7059,157,12945,12945,65535,0
58871,23140,24656,3024,5400,1978,4388,4388,0,0
53814,14924,25840,1293,2316,3688,30234,30234,0,0
52222,15154,25561,419,745,1867,49395,49395,0,0
57711,30363,23612,2141,3841,3707,18143,18143,0,0
59361,42506,22622,1374,2448,1657,11165,11165,0,0
50782,58698,22182,2783,5014,3087,13795,13795,65535,0
