kde_low_prob_ratio,kde_prob_min,dist_to_centroid_mean,turning_angle_max,mean_speed,turning_entropy,is_outside
0.0,0.6939268898868235,2089.8847221282595,0.0,126.7214178651028,0.5,0
0.0,0.6731644248359983,2193.7955379683503,0.0,81.180624838443,1.2091479170272448,0
0.0,0.6754478529035864,1478.4070016781864,169.4002348925572,564.5442136719612,1.5817159224076232,0
0.0,0.6627349589740391,1380.8993926619871,108.10996421035216,66.97138172503934,1.8322488896002307,0
0.0,0.5984051329222948,1294.9781502118349,114.23194779874434,342.1024412227677,2.020464498085396,0
0.0,0.4712646548374727,1026.0824789814428,56.59978945962605,775.1732417608279,1.9659573209491752,0
0.0,0.548262873957072,1674.8346506577566,1.9370835216299296,441.9721303407278,1.6709505944546688,0
0.0,0.6215666119916136,2248.405250882714,57.47655958377484,307.84575401078445,1.570950594454669,0
0.0,0.6540908861268431,2843.578014318983,43.85228338568903,325.6388035691404,1.570950594454669,0
0.0,0.5641748387653545,3451.136213574839,64.8110175197802,398.62345899627326,1.6709505944546688,0
0.0,0.5670646723237608,3915.262495280853,99.96148674560708,439.0261072863744,1.9659573209491752,0
0.0,0.5650592422017976,3551.431800942481,178.34157738100654,313.37026095854776,2.060964047443681,0
0.0,0.583517534267992,3423.0824686854658,47.161974774402495,65.30631949059033,2.060964047443681,0
0.0,0.5473129207994033,3580.3354516966115,131.99675299415975,96.83434394214083,2.060964047443681,0
0.0,0.5689246533109252,3968.423784650939,102.17621894827931,410.6274202953881,1.865957320949175,0
0.0,0.5727581374825779,4360.308899400156,6.108752892920819,292.0305634451178,1.7709505944546688,0
0.0,0.57544753216709,2308.4709476583603,107.77907415052572,1368.1635409903258,1.7709505944546688,0
1.0,0.1519958261650573,4634.966748851681,44.81678008240732,1704.1302429170703,1.7709505944546688,0
0.0,0.2466793121975587,5418.510721064094,75.35340703261656,534.4695000331645,1.7709505944546688,0
0.0,0.2777981783819992,5481.68867551373,36.753461396293424,112.41437344481425,1.9659573209491752,0
0.0,0.3138235551954161,6094.541739686077,43.908862099685656,346.9298121115356,2.1609640474436813,0
1.0,0.1979929584245266,5768.942261966916,138.4142081999458,525.5361854944496,2.1609640474436813,0
1.0,0.0798650116439889,7120.326607199222,61.35472812294336,846.1850078491559,2.1609640474436813,1
1.0,0.0804891814735275,7197.851443297277,64.69601203313033,45.76386763657248,2.1609640474436813,1
1.0,0.0943911737463084,7016.311417981892,119.2677789243333,102.5779596354702,2.1609640474436813,0
1.0,0.0814675763328719,7663.199799197764,129.8403321276316,347.43425820062816,1.9659573209491752,1
1.0,0.0748267898462812,7811.336254455956,9.906539764910605,75.10877997926957,1.7709505944546688,1
1.0,0.0766769350666247,8028.903646156524,45.742641827973145,179.98615494011932,1.7709505944546688,1
1.0,0.0627074131076657,6400.962894309191,159.03321391505602,998.5150510620708,1.563865121950854,1
1.0,0.0135006001744501,5359.648605419366,7.613952573331232,456.59651773270105,1.139353872167201,1
1.0,0.0674211388847031,3943.05855680228,75.52632946632065,730.4888763935804,1.3567796494470397,1
0.0,0.9691965514038284,3513.66865153612,44.29004498739897,3288.1620570353784,1.3567796494470397,0
0.0,0.9787362964581974,3924.415536688573,62.11909067381484,233.99491721972768,1.563865121950854,0
0.0,0.972094278396614,3846.594626953321,80.32325084456943,139.6276708069019,1.9659573209491752,0
0.0,0.9501765989928564,4059.150264601488,178.53259404848794,309.70700500621746,2.1609640474436813,0
0.0,0.8648881428875501,4357.75386018951,29.4364970039544,180.1128730996672,2.1609640474436813,0
0.0,0.909571994894272,4117.960202402165,132.97479726464627,123.75234754838225,2.1609640474436813,0
