timestamp,step_mean,step_std,step_max,step_median,dist_to_centroid_mean,speed_roll_var_4h_mean,speed_roll_var_8h_mean,accel_roll_var_4h_mean,accel_roll_var_8h_mean,kde_prob_mean,kde_prob_min,kde_prob_max,kde_prob_std,kde_prob_day_mean,kde_prob_night_mean,kde_prob_adaptive_mean,kde_low_prob_ratio,kde_very_low_prob_count,turning_angle_mean,turning_angle_std,turning_angle_max,turning_angle_median,sharp_turns_ratio,moderate_turns_ratio,turning_entropy,mean_speed,accelerate,is_outside,hour,is_night
506563990,449988405,0,449988405,449988405,1598910336,5096860,140186081,28362467,136006772,306110509,306110509,306110509,0,109893544,540668233,540668233,4294967295,4294967295,738046546,0,738046546,738046546,0,4294967295,3349922127,816493340,22591650,4294967295,4294967295,4294967295
506868966,503106285,0,503106285,503106285,1178215849,93197945,65599482,33155753,147330749,1295578595,1295578595,1295578595,0,886482251,1685363141,1685363141,0,0,3460830395,0,3460830395,3460830395,4294967295,0,3236111846,901563629,101798279,0,0,4294967295
507173941,1222131779,0,1222131779,1222131779,671457914,529934102,403562121,239023282,263595237,2791610371,2791610371,2791610371,0,2358076465,2990491665,2990491665,0,0,137366387,0,137366387,137366387,0,0,2848531352,2180037778,1522873466,0,390451572,4294967295
507478916,209970550,0,209970550,209970550,813076885,985580954,540806897,1041700296,776458093,3037159584,3037159584,3037159584,0,2694727143,3068607052,3068607052,0,0,724285731,0,724285731,724285731,0,4294967295,2649778980,376213668,2158222705,0,780903145,4294967295
507783892,325537908,0,325537908,325537908,791096474,140335289,660549788,459290621,822538893,2810250019,2810250019,2810250019,0,2509339365,2816541307,2509339365,0,0,3397239505,0,3397239505,3397239505,4294967295,0,2923549192,581823098,245390817,0,1171354717,4294967295
508088867,38768759,0,38768759,38768759,767783270,85086596,857326539,83895822,778153530,2792127798,2792127798,2792127798,0,2480659391,2816262693,2480659391,0,0,1165288171,0,1165288171,1165288171,0,4294967295,3321053936,69328622,611991992,0,1561806289,0
508393842,47267831,0,47267831,47267831,810167347,12147498,167089763,33092337,386739087,2774172532,2774172532,2774172532,0,2498330799,2750038728,2498330799,0,0,2822982693,0,2822982693,2822982693,4294967295,0,3708634430,84316322,17852821,0,1952257861,0
508698818,34722632,0,34722632,34722632,803779405,234065,66702926,4680764,72191335,2803098701,2803098701,2803098701,0,2513307004,2794559151,2513307004,0,0,2723852918,0,2723852918,2723852918,4294967295,0,3897462552,61681768,26849859,0,2342709434,0
509003793,22039502,0,22039502,22039502,821906977,649183,7363948,383643,32941457,2804127838,2804127838,2804127838,0,2524697690,2780606165,2524697690,0,0,1779602639,0,1779602639,1779602639,0,4294967295,3897462552,39566271,26512211,0,2733161006,0
509308768,86494093,0,86494093,86494093,859191829,15083768,8756338,5045930,9219984,2859892341,2859892341,2859892341,0,2583777498,2823207304,2583777498,0,0,927200032,0,927200032,927200032,0,4294967295,3897462552,154867565,137858673,0,3123612578,0
509613744,290433503,0,290433503,290433503,916303196,57211917,63405608,8930236,20346423,3113552892,3113552892,3113552892,0,2810613393,3076954456,3076954456,0,0,637791498,0,637791498,637791498,0,0,3708634430,518434297,433368193,0,3514064150,4294967295
509918719,359148308,0,359148308,359148308,1045587920,16056535,101981330,7587131,16292170,3261759318,3261759318,3261759318,0,2960905037,3199800753,3199800753,0,0,159812017,0,159812017,159812017,0,0,3321053936,642072154,147600342,0,3904515723,4294967295
510223694,0,0,0,0,0,747292,64942316,2799888,12506315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710714276,0,0,0,4294967295,4294967295
510528669,663073985,0,663073985,663073985,1592896184,1881825,10330675,1412842,16103838,2978542721,2978542721,2978542721,0,2311383176,3483504870,3483504870,0,0,629233363,0,629233363,629233363,0,0,2299126988,594071071,28717943,0,0,4294967295
510833645,448579277,0,448579277,448579277,1519831289,19008307,9770161,11279971,10192260,1967940157,1967940157,1967940157,0,1424837802,2447965512,2447965512,0,0,2079117123,0,2079117123,2079117123,0,4294967295,2065740471,800175389,245504219,0,390451572,4294967295
511138620,130781785,0,130781785,130781785,1519820848,115751319,62785238,67887790,58707819,1588844726,1588844726,1588844726,0,1181960878,1931185804,1931185804,0,0,10697350,0,10697350,10697350,0,0,2264492843,234132055,676689103,0,780903145,4294967295
511443595,39709458,0,39709458,39709458,1555082211,34512209,120231205,34466986,61672421,1605333726,1605333726,1605333726,0,1201256343,1941169402,1201256343,0,0,2428676175,0,2428676175,2428676175,4294967295,0,2696631731,70725888,194347421,0,1171354717,4294967295
511748571,231450693,0,231450693,231450693,1615009226,32242970,101160178,41689419,87010360,2168813981,2168813981,2168813981,0,1546127940,2732390665,1546127940,0,0,1518892988,0,1518892988,1518892988,0,4294967295,3108219019,413779048,409540938,0,1561806289,0
512053546,50341026,0,50341026,50341026,1570512373,33127838,30530673,47603207,78128410,2250555927,2250555927,2250555927,0,1617964469,2815965203,1617964469,0,0,2268860661,0,2268860661,2268860661,4294967295,0,3519806307,90148084,386999489,0,1952257861,0
512358521,38787508,0,38787508,38787508,1604420554,5972474,25528898,14153042,44457404,2248742702,2248742702,2248742702,0,1606528943,2828194666,1606528943,0,0,3515176864,0,3515176864,3515176864,4294967295,0,3519806307,68159556,25802212,0,2342709434,0
512663497,59091712,0,59091712,59091712,1654142439,419176,24832677,2873780,34915304,2243909630,2243909630,2243909630,0,1586548017,2845766948,1586548017,0,0,156709638,0,156709638,156709638,0,0,3519806307,106858997,46732079,0,2733161006,0
512968472,27933849,0,27933849,27933849,1675024161,2279314,4174818,1619175,15433459,2169912577,2169912577,2169912577,0,1526784399,2762574843,1526784399,0,0,1396071473,0,1396071473,1396071473,0,4294967295,3519806307,50337615,68014344,0,3123612578,0
513273447,155426099,0,155426099,155426099,1815766779,17522065,11493417,8871013,10309799,1822444507,1822444507,1822444507,0,1245972607,2372186678,2372186678,0,0,632966802,0,632966802,632966802,0,0,3519806307,278096818,272128416,0,3514064150,4294967295
513578423,157859315,0,157859315,157859315,1903235767,16865062,29451368,7012280,10165290,1399291400,1399291400,1399291400,0,998418352,1761650281,1761650281,0,0,1115271507,0,1115271507,1115271507,0,4294967295,3519806307,280230121,2528850,0,3904515723,4294967295
513883398,456551090,0,456551090,456551090,1519822379,163754568,168576527,39840872,46325336,2462690996,2462690996,2462690996,0,1805305380,3031550899,3031550899,0,0,3573830335,0,3573830335,3573830335,4294967295,0,3907386801,818935053,645263225,0,4294967295,4294967295
514188373,843556657,0,843556657,843556657,760365830,198423306,386002152,40651110,69061595,2398290440,2398290440,2398290440,0,2006822757,2596361252,2596361252,0,0,458466174,0,458466174,458466174,0,0,4294967295,1510387144,826726776,0,0,4294967295
514493348,447759347,0,447759347,447759347,693778364,228090127,299417156,262800642,244910174,2845291709,2845291709,2845291709,0,2425079682,3017005361,3017005361,0,0,1203623191,0,1203623191,1203623191,0,4294967295,4294967295,800487714,847486373,0,390451572,4294967295
514798324,57211841,0,57211841,57211841,721597294,245673826,380027475,46597255,366654967,2897492045,2897492045,2897492045,0,2500879102,3027555606,3027555606,0,0,3400773564,0,3400773564,3400773564,4294967295,0,4294967295,102210249,833033438,0,780903145,4294967295
515103299,73654782,0,73654782,73654782,779178947,53382832,474886411,103898818,292518965,2995849721,2995849721,2995849721,0,2634724700,3060282122,2634724700,0,0,2125053782,0,2125053782,2125053782,0,4294967295,4096214923,131367142,34725854,0,1171354717,4294967295
515408274,503526331,0,503526331,503526331,960514086,186787654,208104987,111512113,292195366,2480612407,2480612407,2480612407,0,2301073982,2362996357,2301073982,0,0,1227850662,0,1227850662,1227850662,0,4294967295,3698710180,902819102,923662531,0,1561806289,0
515713250,17014435,0,17014435,17014435,946003940,231406816,150561128,296432052,302989223,2522255882,2522255882,2522255882,0,2336387428,2407410357,2336387428,0,0,3528175758,0,3528175758,3528175758,4294967295,0,3311129686,30405114,1041064408,0,1952257861,0
516018225,47488604,0,47488604,47488604,904083414,35162872,156510081,114666374,236088917,2621862939,2621862939,2621862939,0,2415274447,2521627782,2415274447,0,0,154538642,0,154538642,154538642,0,0,3321053936,84546107,64365969,0,2342709434,0
516323200,120641931,0,120641931,120641931,809894465,6307091,145517180,20160986,221193519,2786055732,2786055732,2786055732,0,2505910139,2766286356,2505910139,0,0,331029623,0,331029623,331029623,0,0,3519806307,217217839,159514988,0,2733161006,0
516628176,58571372,0,58571372,58571372,825141121,6400914,21472128,7581650,113309331,2826836785,2826836785,2826836785,0,2542089652,2807494778,2542089652,0,0,1700074252,0,1700074252,1700074252,0,4294967295,3519806307,104248420,134267490,0,3123612578,0
516933151,261344572,0,261344572,261344572,802968735,46176380,35249480,24246959,32983778,3009732429,3009732429,3009732429,0,2662528404,3052148713,3052148713,0,0,765620157,0,765620157,765620157,0,4294967295,3519806307,467481939,433873531,0,3514064150,4294967295
517238126,297942457,0,297942457,297942457,1075537463,12000496,45409173,17582842,21550308,2993427229,2993427229,2993427229,0,2716700044,2937457228,2937457228,0,0,2092589136,0,2092589136,2092589136,0,4294967295,3907386801,527739671,71273159,0,3904515723,4294967295
517543102,138720286,0,138720286,138720286,1034690995,22353281,37431721,20521966,39320803,2882253037,2882253037,2882253037,0,2640600434,2792878605,2792878605,0,0,2656445984,0,2656445984,2656445984,4294967295,0,4294967295,250574380,334319277,0,4294967295,4294967295
517848077,312413683,0,312413683,312413683,758672585,46542422,26701792,43615680,47298942,2875311300,2875311300,2875311300,0,2521704713,2947184254,2947184254,0,0,1480158219,0,1480158219,1480158219,0,4294967295,4096214923,559609838,369648963,0,0,4294967295
518153052,513364063,0,513364063,513364063,808297185,57081158,72184867,22645343,52227361,2600862782,2600862782,2600862782,0,2357530737,2556376023,2556376023,0,0,1459027150,0,1459027150,1459027150,0,4294967295,3897462552,915992321,424627977,0,390451572,4294967295
518458028,188891374,0,188891374,188891374,962224091,127514694,93054193,110682422,115572033,2278970125,2278970125,2278970125,0,2079078083,2220922949,2220922949,0,0,886492424,0,886492424,886492424,0,4294967295,3897462552,338680880,691217307,0,780903145,4294967295
518763003,16773648,0,16773648,16773648,947712683,63484795,151021071,27777364,128290783,2315585640,2315585640,2315585640,0,2110563515,2259351065,2110563515,0,0,3265465893,0,3265465893,3265465893,4294967295,0,3897462552,29970662,368337295,0,1171354717,4294967295
519067978,143922037,0,143922037,143922037,843973837,13873396,152937148,41127188,109249020,2451461189,2451461189,2451461189,0,2166169903,2489572300,2166169903,0,0,388938444,0,388938444,388938444,0,0,4096214923,256230903,268991367,0,1561806289,0
519372953,53290793,0,53290793,53290793,888308254,9202624,36442815,16840425,64812327,2404983446,2404983446,2404983446,0,2152479976,2403194436,2152479976,0,0,3928826596,0,3928826596,3928826596,4294967295,0,4294967295,95417098,192275185,0,1952257861,0
519677929,22957092,0,22957092,22957092,890024183,3217305,9750143,4044625,31505626,2418576793,2418576793,2418576793,0,2177533790,2398336221,2177533790,0,0,1482770526,0,1482770526,1482770526,0,4294967295,4294967295,41167637,64962147,0,2342709434,0
519982904,89843416,0,89843416,89843416,835995191,3819194,7835262,4506753,14522008,2541902882,2541902882,2541902882,0,2300512453,2503539598,2300512453,0,0,1162733782,0,1162733782,1162733782,0,4294967295,4294967295,158180149,137570056,0,2733161006,0
520287879,3202549,0,3202549,3202549,834616757,6126889,4200198,7480750,8791937,2542007199,2542007199,2542007199,0,2298860297,2506141569,2298860297,0,0,2684661933,0,2684661933,2684661933,4294967295,0,4294967295,5801952,184343208,0,3123612578,0
520592855,77303528,0,77303528,77303528,785680628,16407472,9459089,13235288,12166877,2544188948,2544188948,2544188948,0,2245767674,2587088171,2587088171,0,0,420582238,0,420582238,420582238,0,0,4096214923,138508204,158779143,0,3514064150,4294967295
520897830,278279968,0,278279968,278279968,826977546,69420620,65323048,10881639,28573322,2221718902,2221718902,2221718902,0,1748416204,2563549517,2563549517,0,0,1011375770,0,1011375770,1011375770,0,4294967295,3509882058,497429619,428425146,0,3904515723,4294967295
521202805,472210863,0,472210863,472210863,1076452190,88634161,202076950,1174577,38412972,2067949048,2067949048,2067949048,0,1427943084,2671538142,2671538142,0,0,134621126,0,134621126,134621126,0,0,3321053936,840582065,407903217,0,4294967295,4294967295
521507781,743263547,0,743263547,743263547,836655605,107703038,329212855,4874166,18435811,3848515651,3848515651,3848515651,0,3438273045,3854496227,3854496227,0,0,2014340575,0,2014340575,2014340575,0,4294967295,3519806307,1330627364,585835561,0,0,4294967295
521812756,736988394,0,736988394,736988394,356251240,21821211,215531910,44156760,38913860,2141568869,2141568869,2141568869,0,1392212042,2890517203,2890517203,0,0,2734641241,0,2734641241,2734641241,4294967295,0,3519806307,1320862940,11686101,0,390451572,4294967295
522117731,486463241,0,486463241,486463241,623194678,99146311,105052737,43235380,130563523,2625868850,2625868850,2625868850,0,2207996021,2827363868,2827363868,0,0,618010138,0,618010138,618010138,0,0,3519806307,866192284,540613758,0,780903145,4294967295
522422707,0,0,0,0,0,103826878,223857927,11321398,177461114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3519806307,0,0,0,1171354717,4294967295
522727682,49421175,0,49421175,49421175,590461517,78608260,353265276,10369894,89148636,2567814314,2567814314,2567814314,0,2110997536,2833800859,2110997536,0,0,4099133359,0,4099133359,4099133359,4294967295,0,3519806307,87707734,922572943,0,1561806289,0
523032657,19253152,0,19253152,19253152,591142436,10299403,214383010,70258070,64472740,2559382918,2559382918,2559382918,0,2102522502,2826704886,2102522502,0,0,1106901238,0,1106901238,1106901238,0,4294967295,3519806307,34530384,63687198,0,1952257861,0
523337632,43283100,0,43283100,43283100,560371269,632464,65934186,13513739,109481150,2524994588,2524994588,2524994588,0,2031709532,2849629965,2031709532,0,0,3120846583,0,3120846583,3120846583,4294967295,0,3519806307,77444474,51274079,0,2342709434,0
523642608,50135015,0,50135015,50135015,601099986,192241,5177009,259205,96575195,2596764345,2596764345,2596764345,0,2152521233,2840387847,2152521233,0,0,2664238814,0,2664238814,2664238814,4294967295,0,3519806307,89530061,14411904,0,2733161006,0
523947583,36884864,0,36884864,36884864,634298920,151756,514403,213610,10910313,2635423874,2635423874,2635423874,0,2231049512,2816160786,2231049512,0,0,878057905,0,878057905,878057905,0,4294967295,3907386801,65913940,28181463,0,3123612578,0
524252558,50257573,0,50257573,50257573,678148143,583295,361163,395663,506441,2679288975,2679288975,2679288975,0,2324110834,2783006313,2783006313,0,0,668540892,0,668540892,668540892,0,0,4294967295,90124022,28990867,0,3514064150,4294967295
524557534,89609579,0,89609579,89609579,714529852,3364219,2993982,521725,1169678,2723912461,2723912461,2723912461,0,2395685628,2782326840,2782326840,0,0,1191391351,0,1191391351,1191391351,0,4294967295,4294967295,159823354,83011890,0,3904515723,4294967295
524862509,154447213,0,154447213,154447213,631749103,140286052,92404656,41107975,38398326,2619447108,2619447108,2619447108,0,2212359044,2806479344,2806479344,0,0,4024965626,0,4024965626,4024965626,4294967295,0,4096214923,274969349,136892272,0,4294967295,4294967295
525167484,1024278060,0,1024278060,1024278060,501143278,796016966,718232007,257293654,284986205,3117779237,3117779237,3117779237,0,2632308361,3341733965,3341733965,0,0,699509619,0,699509619,699509619,0,0,3623692339,1823568492,1841064952,0,0,4294967295
525472460,627979428,0,627979428,627979428,1071922090,275974381,682595316,622357518,478037016,4193748438,4193748438,4193748438,0,3772329321,4163598434,4163598434,0,0,703316194,0,703316194,703316194,0,0,3623692339,1137209567,829988852,0,390451572,4294967295
525777435,154666640,0,154666640,154666640,1127559750,372449153,605003359,114468925,706428171,4087480085,4087480085,4087480085,0,3520948832,4281021160,4281021160,0,0,1568767522,0,1568767522,1568767522,0,4294967295,3897462552,275741390,1025582106,0,780903145,4294967295
526082410,4828093,0,4828093,4828093,1131926481,84057323,725735622,74460250,682920982,4095176628,4095176628,4095176628,0,3535203985,4278170702,3535203985,0,0,1721007656,0,1721007656,1721007656,0,4294967295,3897462552,8656736,319781529,0,1171354717,4294967295
526387386,300259599,0,300259599,300259599,1039268697,84023334,319358688,99483696,272887276,4178258040,4178258040,4178258040,0,3890100496,3959757607,3890100496,0,0,2573156437,0,2573156437,2573156437,4294967295,0,3897462552,535231990,626803617,0,1561806289,0
526692361,239531333,0,239531333,239531333,1211220503,23571432,66971407,56144707,207941536,3507323781,3507323781,3507323781,0,3539610126,2931585821,3539610126,0,0,1446121358,0,1446121358,1446121358,0,4294967295,3897462552,426448450,129328214,0,1952257861,0
526997336,22729474,0,22729474,22729474,1193599655,53494807,65594750,24271216,102272140,3557769839,3557769839,3557769839,0,3574096893,2997252270,3574096893,0,0,2693513824,0,2693513824,2693513824,4294967295,0,4096214923,40199425,456166868,0,2342709434,0
527302312,106090661,0,106090661,106090661,1096582120,13227350,51445277,35500969,79849505,3902087524,3902087524,3902087524,0,3804694322,3452311378,3804694322,0,0,737621888,0,737621888,737621888,0,4294967295,4096214923,192363419,184239657,0,2733161006,0
527607287,192540004,0,192540004,192540004,1037831408,11176984,31342982,6065634,42744482,4189602321,4189602321,4189602321,0,3870643702,4013463580,3870643702,0,0,1622608093,0,1622608093,1622608093,0,4294967295,3509882058,344503032,181777559,0,3123612578,0
527912262,171876025,0,171876025,171876025,999888667,1109854,19159771,4810936,35213800,4039859278,4039859278,4039859278,0,3461227290,4257905589,4257905589,0,0,77486996,0,77486996,77486996,0,0,3321053936,305702672,46083513,0,3514064150,4294967295
528217237,167258538,0,167258538,167258538,926937816,6339255,10277683,3590268,8950257,3525861433,3525861433,3525861433,0,2777908407,4063799564,4063799564,0,0,542729454,0,542729454,542729454,0,0,3108219019,301446995,5121737,0,3904515723,4294967295
528522213,371122056,0,371122056,371122056,788206671,40992557,29878977,17541901,17082324,2327283564,2327283564,2327283564,0,1789721561,2745127097,2745127097,0,0,233072123,0,233072123,233072123,0,0,2696631731,663294133,431857452,0,4294967295,4294967295
528827188,233076608,0,233076608,233076608,739261506,27037905,30027307,44482380,33819918,3124586843,3124586843,3124586843,0,2530129959,3503466079,3503466079,0,0,3479572014,0,3479572014,3479572014,4294967295,0,2696631731,416801578,294347503,0,0,4294967295
529132163,111637480,0,111637480,111637480,830600173,31116739,46908756,6443739,46298013,2942564609,2942564609,2942564609,0,2247491800,3492900935,3492900935,0,0,2957806043,0,2957806043,2957806043,4294967295,0,3108219019,198150301,259156804,0,390451572,4294967295
529437139,5280854,0,5280854,5280854,834319679,22261948,80799817,9968934,50138899,2928570113,2928570113,2928570113,0,2230020304,3485994714,3485994714,0,0,351726793,0,351726793,351726793,0,0,3519806307,9487035,226328657,0,780903145,4294967295
529742114,287227888,0,287227888,287227888,954400496,97161416,64314750,61541383,78487766,3895340952,3895340952,3895340952,0,3251488639,4228533044,3251488639,0,0,2634976455,0,2634976455,2634976455,4294967295,0,3519806307,514639111,604399661,0,1171354717,4294967295
530047089,412009613,0,412009613,412009613,1223611286,43251026,108835525,31376276,81358120,3725997434,3725997434,3725997434,0,3737257048,3147331944,3737257048,0,0,87766511,0,87766511,87766511,0,0,3519806307,736575654,264950481,0,1561806289,0
530352065,116326697,0,116326697,116326697,1230904858,85965488,102271067,76641162,113656029,3391543808,3391543808,3391543808,0,3443197220,2805573297,3443197220,0,0,1207044291,0,1207044291,1207044291,0,4294967295,3519806307,207417245,630052956,0,1952257861,0
530657040,180284721,0,180284721,180284721,1097686100,12848842,63378048,42735848,107394173,4073735861,4073735861,4073735861,0,3916968008,3683005631,3916968008,0,0,3110253337,0,3110253337,3110253337,4294967295,0,3519806307,320969032,134996984,0,2342709434,0
530962015,33941413,0,33941413,33941413,1084505905,18773563,80573458,15545121,64827602,4052916747,4052916747,4052916747,0,3900228142,3659492648,3900228142,0,0,2458912139,0,2458912139,2458912139,4294967295,0,3519806307,60327302,309352637,0,2733161006,0
531266991,165088401,0,165088401,165088401,1001787537,20090413,19065514,27642265,57265563,4173376789,4173376789,4173376789,0,3770225668,4120162121,3770225668,0,0,2847454093,0,2847454093,2847454093,4294967295,0,3907386801,298287570,287110406,0,3123612578,0
531571966,217862892,0,217862892,217862892,843199900,8206041,18809587,8337536,27021198,3974720300,3974720300,3974720300,0,3527350567,4014773061,4014773061,0,0,2252515286,0,2252515286,2252515286,4294967295,0,4294967295,390354732,110155662,0,3514064150,4294967295
531876941,100824850,0,100824850,100824850,757127444,14273387,20526166,14942195,29218707,3774323719,3774323719,3774323719,0,3277256716,3915746256,3915746256,0,0,509439135,0,509439135,509439135,0,0,4294967295,180276002,250829322,0,3904515723,4294967295
532181916,335875014,0,335875014,335875014,995573808,64025258,37218642,43840616,35950108,4134698682,4134698682,4134698682,0,3654613903,4197411031,4197411031,0,0,3729683132,0,3729683132,3729683132,4294967295,0,4096214923,597725439,496082387,0,4294967295,4294967295
532486892,424570114,0,424570114,424570114,1236603445,34045628,85999056,9187112,36214165,3776187267,3776187267,3776187267,0,3069729587,4216953724,4216953724,0,0,638140199,0,638140199,638140199,0,0,3897462552,762313036,197336271,0,0,4294967295
532791867,594655881,0,594655881,594655881,1726778729,53549908,140448460,24884272,51426269,2688046414,2688046414,2688046414,0,1954536303,3331811506,3331811506,0,0,319678461,0,319678461,319678461,0,0,3897462552,1060305913,354811130,0,390451572,4294967295
533096842,68609013,0,68609013,68609013,1679893538,273372254,151311911,175892814,199086665,3013411259,3013411259,3013411259,0,2319626960,3551207329,3551207329,0,0,3832150616,0,3832150616,3832150616,4294967295,0,3897462552,122724853,1119917585,0,780903145,4294967295
533401818,197432856,0,197432856,197432856,1632325838,43080555,179607033,156399144,183736074,3826820860,3826820860,3826820860,0,3518219217,3690634914,3518219217,0,0,696220999,0,696220999,696220999,0,0,3897462552,352473662,273896446,0,1171354717,4294967295
533706793,245475815,0,245475815,245475815,1742624724,8032558,152839590,26012054,167200729,3514541347,3514541347,3514541347,0,3784580959,2597503260,3784580959,0,0,911906818,0,911906818,911906818,0,4294967295,3897462552,438487240,102598533,0,1561806289,0
534011768,107854647,0,107854647,107854647,1827568556,24480952,30267416,16296043,132853377,2922132784,2922132784,2922132784,0,3275379290,1975472964,3275379290,0,0,621463360,0,621463360,621463360,0,0,3897462552,193301831,293438851,0,1952257861,0
534316744,25040930,0,25040930,25040930,1825586206,14243528,35620418,3275165,34357020,2990120926,2990120926,2990120926,0,3311836030,2078315720,3311836030,0,0,2982916795,0,2982916795,2982916795,4294967295,0,3897462552,44287474,175988568,0,2342709434,0
534621719,33206225,0,33206225,33206225,1796816014,950595,38968994,4180707,15103695,3138145370,3138145370,3138145370,0,3479009171,2176590716,3479009171,0,0,2489420997,0,2489420997,2489420997,4294967295,0,4096214923,59613257,18372655,0,2733161006,0
534926694,14426522,0,14426522,14426522,1784843356,1853215,11050059,1216201,10200212,3220488996,3220488996,3220488996,0,3553259914,2258082466,3553259914,0,0,1047169712,0,1047169712,1047169712,0,4294967295,4294967295,25794789,40378497,0,3123612578,0
535231670,131827325,0,131827325,131827325,1735138622,56329418,35262968,17715116,25974204,3626347855,3626347855,3626347855,0,3720741724,2943767482,2943767482,0,0,932771344,0,932771344,932771344,0,4294967295,4294967295,237125148,253839938,0,3514064150,4294967295
535536645,541132287,0,541132287,541132287,2026818410,184703964,203694585,46252327,72026738,1402130605,1402130605,1402130605,0,874525954,1945406010,1945406010,0,0,1242650164,0,1242650164,1242650164,0,4294967295,4294967295,965940685,868741403,0,3904515723,4294967295
535841620,277205108,0,277205108,277205108,1965017637,79657460,179555945,166836733,131357236,2198937418,2198937418,2198937418,0,1921223765,2264331614,2264331614,0,0,3717371620,0,3717371620,3717371620,4294967295,0,4096214923,493589043,561636854,0,4294967295,4294967295
536146596,195968176,0,195968176,195968176,1849229178,23918187,104865580,30032732,149007027,3008264746,3008264746,3008264746,0,3037174691,2512706486,2512706486,0,0,752092214,0,752092214,752092214,0,4294967295,3897462552,353090970,169043047,0,0,4294967295
536451571,226743700,0,226743700,226743700,1705261255,6679554,84819187,9680785,135040012,3459218677,3459218677,3459218677,0,3058465017,3510397474,3510397474,0,0,2284020908,0,2284020908,2284020908,4294967295,0,3708634430,398936744,53863429,0,390451572,4294967295
536756546,6382677,0,6382677,6382677,1701485221,45884965,57826784,21150006,36106520,3457009749,3457009749,3457009749,0,3042516061,3528183194,3528183194,0,0,27027013,0,27027013,27027013,0,0,3519806307,11591020,469724757,0,780903145,4294967295
537061521,138973909,0,138973909,138973909,1574345942,18300764,31605565,43190269,36062077,3734303389,3734303389,3734303389,0,3230578117,3891295799,3230578117,0,0,1202486240,0,1202486240,1202486240,0,4294967295,3519806307,247729904,281085573,0,1171354717,4294967295
537366497,137000693,0,137000693,137000693,1699160577,16923786,32107249,10333072,39871731,3506204188,3506204188,3506204188,0,3123859964,3523946304,3123859964,0,0,4156979774,0,4156979774,4156979774,4294967295,0,3519806307,245095011,3147753,0,1561806289,0
537671472,440535659,0,440535659,440535659,1717670425,92451227,96974957,40925382,78119499,3128655603,3128655603,3128655603,0,3581348994,2008512403,3581348994,0,0,2134281836,0,2134281836,2134281836,0,4294967295,3519806307,788120777,648721111,0,1952257861,0
537976447,42922010,0,42922010,42922010,1704779372,150039154,88129987,168590936,132530791,3024734724,3024734724,3024734724,0,3482738576,1912682624,3482738576,0,0,692103575,0,692103575,692103575,0,0,3907386801,75932879,841337589,0,2342709434,0
538281423,114737972,0,114737972,114737972,1621447974,21239692,91475873,81094166,132422616,3684834556,3684834556,3684834556,0,4049818653,2606225718,4049818653,0,0,2575855288,0,2575855288,2575855288,4294967295,0,3907386801,205953869,155848325,0,2733161006,0
538586398,84993447,0,84993447,84993447,1559017502,11303980,94388571,14094388,130208235,4040600159,4040600159,4040600159,0,4263550681,3111518962,4263550681,0,0,67167531,0,67167531,67167531,0,0,3519806307,152669100,63913806,0,3123612578,0
538891373,372073219,0,372073219,372073219,1527685307,84631435,73050709,34959243,125989677,3602328742,3602328742,3602328742,0,2975472650,3955439464,3955439464,0,0,980477171,0,980477171,980477171,0,4294967295,3519806307,664717226,610864925,0,3514064150,4294967295
539196349,282091517,0,282091517,282091517,1309159717,17510196,67248019,53732841,53122526,2615927380,2615927380,2615927380,0,1729410390,3489524559,3489524559,0,0,1474734591,0,1474734591,1474734591,0,4294967295,3519806307,505295371,190690491,0,3904515723,4294967295
539501324,196248356,0,196248356,196248356,1424059293,21833435,52375237,8799877,59238183,3577619766,3577619766,3577619766,0,2875206090,4042579358,4042579358,0,0,3859823822,0,3859823822,3859823822,4294967295,0,3519806307,350553476,184578898,0,4294967295,4294967295
539806299,19831755,0,19831755,19831755,1424559868,39182740,69319615,12212474,74554119,3481908812,3481908812,3481908812,0,2747911687,4006512898,4006512898,0,0,3247174166,0,3247174166,3247174166,4294967295,0,3907386801,35484054,376447325,0,0,4294967295
540111275,323834233,0,323834233,323834233,1630912241,88807416,57775006,83972935,77647005,2239385681,2239385681,2239385681,0,1378058002,3133789018,3133789018,0,0,903550921,0,903550921,903550921,0,4294967295,4294967295,579180272,649341564,0,390451572,4294967295
540416250,265004868,0,265004868,265004868,1677312289,12970130,53962618,49061449,75841000,3359866618,3359866618,3359866618,0,2819572808,3625719097,3625719097,0,0,2990821059,0,2990821059,2990821059,4294967295,0,4294967295,471213562,128197538,0,780903145,4294967295
540721225,257691871,0,257691871,257691871,1609895744,1354592,51810869,6714415,66628843,4080065161,4080065161,4080065161,0,4092468555,3446305600,4092468555,0,0,848362314,0,848362314,848362314,0,4294967295,4294967295,462619644,10302448,0,1171354717,4294967295
541026200,198154014,0,198154014,198154014,1618421793,8466845,14766962,1707695,50099494,3719532052,3719532052,3719532052,0,4075324592,2648837120,4075324592,0,0,287568663,0,287568663,287568663,0,0,4294967295,353908391,129654732,0,1561806289,0
541331176,84762905,0,84762905,84762905,1695947967,19898772,31041806,1589538,9617582,3375623877,3375623877,3375623877,0,3799088626,2260017638,3799088626,0,0,1981475002,0,1981475002,1981475002,0,4294967295,4294967295,151810111,241703738,0,1952257861,0
