kde_prob_mean,kde_prob_night_mean,dist_to_centroid_mean,step_median,mean_speed,accelerate,turning_angle_max,turning_angle_median,is_night,is_outside
0.6750978034173896,0.4856228076118974,2089.8847221282595,252.3868239146631,126.7214178651028,0.0,0.0,0.0,0,0
0.6304437869117047,0.5045009489368931,2193.7955379683503,162.67695210681327,81.180624838443,22.726206667032898,0.0,0.0,0,0
0.4465501926841428,0.4489167535858197,1478.4070016781864,1126.5793419498248,564.5442136719612,242.22006121946904,169.4002348925572,169.4002348925572,0,0
0.4653421926575113,0.443912092847018,1380.8993926619871,135.00314366072513,66.97138172503934,246.8323267202589,108.10996421035216,108.10996421035216,1,0
0.2764961261613322,0.4395585610533535,1294.9781502118349,680.7838580333078,342.1024412227677,138.25681381795394,114.23194779874434,114.23194779874434,1,0
0.192471915967856,0.4118187638085887,1026.0824789814428,1556.59093463584,775.1732417608279,215.66674255595748,56.59978945962605,56.59978945962605,1,0
0.2559456149096974,0.4998104131738728,1674.8346506577566,884.0670307176614,441.9721303407278,166.57741995727818,1.9370835216299296,1.9370835216299296,1,0
0.382721458907029,0.4989334528812038,2248.405250882714,621.3353468451,307.84575401078445,66.45402625761024,57.47655958377484,57.47655958377484,1,0
0.4603574177741621,0.4318876565446206,2843.578014318983,640.9657116919246,325.6388035691404,9.039652612204552,43.85228338568903,43.85228338568903,1,0
0.3552576249459429,0.3019084685321504,3451.136213574839,802.5618974458301,398.62345899627326,36.25065666910572,64.8110175197802,64.8110175197802,1,0
0.3772851091339221,0.3958650422446125,3915.262495280853,873.052195017543,439.0261072863744,20.31701827690519,99.96148674560708,99.96148674560708,0,0
0.3969447338297213,0.3314299630619383,3551.431800942481,626.0441435594099,313.37026095854776,62.89780961904561,178.34157738100654,178.34157738100654,0,0
0.4131205638795094,0.3372508540069232,3423.0824686854658,131.0661550887542,65.30631949059033,123.60279436465696,47.161974774402495,47.161974774402495,0,0
0.3543283060699149,0.3003893814226361,3580.3354516966115,192.9693287335884,96.83434394214083,15.821144135152192,131.99675299415975,131.99675299415975,0,0
0.3759840780915534,0.4014688839069549,3968.423784650939,826.9579992059898,410.6274202953881,155.81449308575034,102.17621894827931,102.17621894827931,0,0
0.4583646320600325,0.4156678495517837,4360.308899400156,580.1673860443007,292.0305634451178,59.69640445483401,6.108752892920819,6.108752892920819,1,0
0.3801630763089964,0.3948735748016453,2308.4709476583603,2740.8876271172862,1368.1635409903258,537.171203433548,107.77907415052572,107.77907415052572,1,0
0.0578549331925632,0.0648254687207786,4634.966748851681,3436.6626565494253,1704.1302429170703,166.59505880665026,44.81678008240732,44.81678008240732,1,1
0.1095584045136868,0.061722929077757,5418.510721064094,1058.2496100656658,534.4695000331645,590.7377489312657,75.35340703261656,75.35340703261656,1,1
